ssn,age,education,marital-status,relationship,sex,income
136-13-6136,33.0,Bachelors,,Not-in-family,,<=50K
502-50-2502,60.0,HS-grad,Widowed,Not-in-family,Female,
703-70-3703,,HS-grad,Married-civ-spouse,Wife,Female,
582-58-2582,50.0,,,Husband,Male,
868-86-8868,38.0,,Married-civ-spouse,Husband,,
128-12-8128,36.0,HS-grad,Never-married,Not-in-family,,
189-18-9189,,10th,Married-civ-spouse,Husband,,>50K
564-56-4564,47.0,Bachelors,Married-civ-spouse,,Male,
836-83-6836,46.0,Some-college,Married-civ-spouse,Husband,Male,
574-57-4574,17.0,,Never-married,Not-in-family,,
408-40-8408,28.0,Some-college,Never-married,,Female,<=50K
692-69-2692,19.0,HS-grad,,Own-child,Male,
230-23-0230,,Assoc-voc,Divorced,,,<=50K
199-19-9199,48.0,Prof-school,Married-civ-spouse,,Male,<=50K
819-81-9819,42.0,Assoc-voc,Married-civ-spouse,Wife,Female,<=50K
722-72-2722,31.0,HS-grad,,Unmarried,Female,>50K
030-03-0030,23.0,Some-college,Never-married,,Female,
729-72-9729,,,Married-civ-spouse,,,<=50K
244-24-4244,25.0,HS-grad,Divorced,Not-in-family,Male,
949-94-9949,32.0,HS-grad,Married-civ-spouse,Husband,Male,
210-21-0210,33.0,HS-grad,Married-civ-spouse,Husband,,<=50K
671-67-1671,63.0,Bachelors,,Husband,,<=50K
771-77-1771,44.0,Masters,Never-married,Not-in-family,,
201-20-1201,35.0,Masters,Married-civ-spouse,Husband,,<=50K
303-30-3303,19.0,11th,Never-married,Own-child,,
047-04-7047,29.0,HS-grad,,Not-in-family,Female,<=50K
229-22-9229,21.0,HS-grad,,,Female,
096-09-6096,23.0,,Married-civ-spouse,,Male,<=50K
569-56-9569,56.0,Bachelors,Never-married,Own-child,Female,<=50K
373-37-3373,28.0,,Married-civ-spouse,Husband,Male,<=50K
998-99-8998,19.0,,Never-married,Own-child,Male,<=50K
403-40-3403,37.0,Masters,Divorced,,,
716-71-6716,,5th-6th,,Not-in-family,Male,<=50K
160-16-0160,22.0,11th,Never-married,Own-child,Male,
180-18-0180,45.0,7th-8th,Married-civ-spouse,Husband,,<=50K
105-10-5105,37.0,Bachelors,Divorced,Not-in-family,Female,
519-51-9519,46.0,,Divorced,Not-in-family,Male,
761-76-1761,,HS-grad,Married-civ-spouse,Husband,Male,
022-02-2022,30.0,,,Not-in-family,Male,
115-11-5115,30.0,HS-grad,,Husband,Male,<=50K
906-90-6906,30.0,,Never-married,Not-in-family,Female,<=50K
465-46-5465,18.0,,Never-married,Other-relative,Male,<=50K
967-96-7967,28.0,,Married-civ-spouse,Wife,Female,<=50K
664-66-4664,56.0,HS-grad,Divorced,Not-in-family,,<=50K
181-18-1181,38.0,Prof-school,Divorced,,Female,
780-78-0780,31.0,HS-grad,,,,
760-76-0760,54.0,Some-college,,Husband,,
576-57-6576,53.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
227-22-7227,38.0,,Never-married,Not-in-family,Female,>50K
167-16-7167,31.0,Some-college,Married-civ-spouse,Husband,,>50K
074-07-4074,31.0,Bachelors,Never-married,Not-in-family,,>50K
926-92-6926,34.0,Some-college,Married-civ-spouse,Wife,,<=50K
178-17-8178,46.0,HS-grad,Divorced,Unmarried,,>50K
642-64-2642,19.0,Some-college,Never-married,Own-child,Female,<=50K
202-20-2202,49.0,HS-grad,Divorced,Unmarried,Female,<=50K
024-02-4024,21.0,Assoc-voc,Married-civ-spouse,Husband,,
530-53-0530,45.0,12th,Divorced,Not-in-family,,>50K
905-90-5905,41.0,Some-college,Never-married,Unmarried,,
221-22-1221,45.0,Bachelors,Married-civ-spouse,,Male,
209-20-9209,,HS-grad,,Own-child,,>50K
223-22-3223,37.0,HS-grad,Married-civ-spouse,Husband,,
439-43-9439,53.0,HS-grad,,Husband,,
186-18-6186,28.0,,Never-married,Unmarried,Female,>50K
491-49-1491,39.0,12th,Married-civ-spouse,Husband,Male,<=50K
984-98-4984,42.0,Some-college,Never-married,Not-in-family,Male,<=50K
601-60-1601,30.0,Some-college,Separated,Other-relative,Male,
617-61-7617,35.0,Bachelors,Married-civ-spouse,,Female,
182-18-2182,61.0,Some-college,Married-civ-spouse,Husband,Male,
924-92-4924,74.0,HS-grad,Divorced,Not-in-family,Male,
942-94-2942,,,Married-civ-spouse,Husband,,
742-74-2742,26.0,HS-grad,Divorced,Not-in-family,,
267-26-7267,21.0,Some-college,,Own-child,Male,
800-80-0800,61.0,Masters,,Husband,Male,
522-52-2522,42.0,,Married-civ-spouse,Husband,,>50K
372-37-2372,53.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
804-80-4804,23.0,HS-grad,Married-civ-spouse,Own-child,Female,
934-93-4934,56.0,,Divorced,Unmarried,,<=50K
821-82-1821,40.0,HS-grad,Divorced,Unmarried,,<=50K
921-92-1921,36.0,,,,,<=50K
739-73-9739,28.0,Masters,,Husband,,>50K
916-91-6916,19.0,,Never-married,Own-child,,
177-17-7177,30.0,Some-college,Never-married,Own-child,,<=50K
702-70-2702,28.0,HS-grad,Never-married,Own-child,Male,
396-39-6396,28.0,HS-grad,Married-civ-spouse,,Male,<=50K
867-86-7867,,,Married-civ-spouse,Husband,,<=50K
874-87-4874,40.0,,,Unmarried,Female,
788-78-8788,36.0,,Never-married,,Male,<=50K
544-54-4544,56.0,HS-grad,Widowed,Other-relative,Female,<=50K
508-50-8508,34.0,HS-grad,Divorced,Not-in-family,Male,>50K
001-00-1001,57.0,Some-college,,,Male,
936-93-6936,55.0,Prof-school,Married-civ-spouse,Husband,Male,<=50K
828-82-8828,41.0,Doctorate,Divorced,Not-in-family,,
414-41-4414,,HS-grad,,Other-relative,,<=50K
711-71-1711,39.0,Some-college,Divorced,Unmarried,,
055-05-5055,53.0,,Married-civ-spouse,Husband,,<=50K
504-50-4504,31.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
919-91-9919,42.0,,Never-married,Not-in-family,Female,<=50K
643-64-3643,17.0,Some-college,Never-married,Own-child,Male,
494-49-4494,25.0,Preschool,Never-married,,,<=50K
911-91-1911,26.0,Bachelors,Never-married,Own-child,,<=50K
918-91-8918,35.0,Bachelors,Married-civ-spouse,Husband,,>50K
590-59-0590,37.0,Bachelors,,,Female,<=50K
675-67-5675,24.0,Bachelors,Never-married,,,
540-54-0540,50.0,Some-college,Divorced,Not-in-family,,<=50K
640-64-0640,49.0,Bachelors,Married-civ-spouse,,,
237-23-7237,28.0,,Never-married,Own-child,,<=50K
179-17-9179,39.0,,Never-married,,,
400-40-0400,25.0,HS-grad,Never-married,,Male,
038-03-8038,,,,,Female,<=50K
987-98-7987,47.0,Bachelors,Divorced,,,<=50K
086-08-6086,,,Married-civ-spouse,Husband,Male,
632-63-2632,38.0,,,Husband,Male,<=50K
749-74-9749,64.0,Doctorate,Divorced,Not-in-family,,
065-06-5065,,HS-grad,Never-married,,Male,
093-09-3093,50.0,Some-college,,Husband,,
766-76-6766,21.0,11th,,Husband,Male,<=50K
611-61-1611,40.0,5th-6th,,,Male,<=50K
421-42-1421,39.0,Some-college,Divorced,Not-in-family,,<=50K
803-80-3803,52.0,Assoc-voc,Separated,,Female,<=50K
847-84-7847,57.0,7th-8th,,Husband,,<=50K
974-97-4974,32.0,HS-grad,Divorced,Unmarried,Female,
084-08-4084,21.0,Some-college,Never-married,Not-in-family,Male,<=50K
732-73-2732,33.0,,Married-civ-spouse,Husband,Male,<=50K
217-21-7217,57.0,,Divorced,Unmarried,,<=50K
621-62-1621,61.0,Bachelors,Married-civ-spouse,Husband,Male,
512-51-2512,53.0,,Married-civ-spouse,Husband,,<=50K
450-45-0450,40.0,Bachelors,Married-civ-spouse,Husband,Male,
741-74-1741,44.0,,Married-civ-spouse,Husband,,<=50K
025-02-5025,40.0,Bachelors,Never-married,,Female,
787-78-7787,53.0,,Married-civ-spouse,Wife,Female,
625-62-5625,61.0,Doctorate,Married-civ-spouse,,,<=50K
850-85-0850,41.0,,,Unmarried,Female,
505-50-5505,,,,Other-relative,Male,<=50K
423-42-3423,43.0,,Married-civ-spouse,Husband,,
776-77-6776,43.0,Masters,Never-married,,,<=50K
422-42-2422,36.0,,Never-married,Not-in-family,Male,>50K
399-39-9399,56.0,,Never-married,Not-in-family,,<=50K
145-14-5145,47.0,Doctorate,Widowed,Not-in-family,,<=50K
848-84-8848,,HS-grad,Never-married,,,<=50K
923-92-3923,57.0,HS-grad,Married-civ-spouse,Husband,,
184-18-4184,24.0,Bachelors,,Not-in-family,Female,
613-61-3613,49.0,HS-grad,Divorced,Unmarried,Female,<=50K
872-87-2872,44.0,HS-grad,Married-civ-spouse,Husband,,>50K
993-99-3993,29.0,HS-grad,Never-married,Own-child,,<=50K
509-50-9509,27.0,HS-grad,Never-married,Not-in-family,Male,
305-30-5305,29.0,HS-grad,Married-civ-spouse,Husband,Male,
112-11-2112,62.0,HS-grad,,Husband,Male,
159-15-9159,35.0,Some-college,Never-married,Other-relative,Male,<=50K
188-18-8188,32.0,Masters,,Not-in-family,Male,>50K
449-44-9449,39.0,Bachelors,Never-married,Not-in-family,,<=50K
436-43-6436,36.0,Bachelors,Divorced,Not-in-family,Female,
334-33-4334,17.0,,,,Male,<=50K
523-52-3523,40.0,Bachelors,,Husband,Male,
683-68-3683,41.0,Bachelors,,Husband,Male,>50K
592-59-2592,38.0,,Never-married,Not-in-family,Female,
050-05-0050,21.0,,,Own-child,,<=50K
437-43-7437,40.0,HS-grad,Divorced,Unmarried,Female,<=50K
406-40-6406,,,Never-married,Not-in-family,,
051-05-1051,23.0,,Never-married,,,
552-55-2552,25.0,,Never-married,Not-in-family,,
433-43-3433,44.0,,Divorced,Unmarried,Male,>50K
622-62-2622,22.0,Assoc-acdm,,Own-child,Female,<=50K
117-11-7117,35.0,,,,Male,
781-78-1781,28.0,Assoc-voc,Never-married,,Male,
878-87-8878,37.0,5th-6th,Divorced,,,
066-06-6066,29.0,Assoc-acdm,,Wife,,>50K
164-16-4164,,Assoc-voc,,Unmarried,Male,
139-13-9139,23.0,Some-college,Never-married,Not-in-family,Female,<=50K
027-02-7027,58.0,,Married-civ-spouse,Husband,,
937-93-7937,40.0,,Married-civ-spouse,Husband,Male,>50K
011-01-1011,,HS-grad,Married-civ-spouse,Husband,Male,<=50K
980-98-0980,25.0,,Never-married,Not-in-family,Female,<=50K
100-10-0100,22.0,Some-college,Never-married,Other-relative,Male,<=50K
493-49-3493,35.0,HS-grad,Never-married,,,<=50K
389-38-9389,60.0,HS-grad,Married-civ-spouse,,,<=50K
458-45-8458,36.0,HS-grad,,Husband,,<=50K
891-89-1891,37.0,Some-college,Married-civ-spouse,Husband,,>50K
707-70-7707,20.0,11th,Never-married,Own-child,Male,<=50K
392-39-2392,60.0,Bachelors,,Wife,,<=50K
679-67-9679,22.0,Some-college,Married-civ-spouse,,Female,
255-25-5255,40.0,HS-grad,Married-civ-spouse,,Female,
812-81-2812,27.0,Bachelors,Married-civ-spouse,,Male,<=50K
445-44-5445,33.0,HS-grad,,Not-in-family,Female,
913-91-3913,51.0,HS-grad,,Not-in-family,Female,<=50K
419-41-9419,22.0,Some-college,,Husband,Male,<=50K
586-58-6586,46.0,,Divorced,Unmarried,Female,>50K
143-14-3143,21.0,,,Unmarried,,<=50K
977-97-7977,33.0,Some-college,Never-married,,Female,
855-85-5855,38.0,HS-grad,Married-civ-spouse,Husband,,
915-91-5915,44.0,Bachelors,Separated,Not-in-family,,<=50K
822-82-2822,18.0,Some-college,,Own-child,Male,
653-65-3653,32.0,,,Husband,Male,<=50K
898-89-8898,,Some-college,,Husband,,
258-25-8258,,Bachelors,Never-married,,Female,
171-17-1171,38.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
961-96-1961,27.0,,Never-married,Not-in-family,,<=50K
365-36-5365,46.0,,Married-civ-spouse,Husband,Male,<=50K
515-51-5515,29.0,,Divorced,Not-in-family,Female,
261-26-1261,34.0,,Married-civ-spouse,,Male,
404-40-4404,41.0,Assoc-voc,Never-married,Not-in-family,Male,<=50K
764-76-4764,34.0,12th,Married-civ-spouse,,,<=50K
507-50-7507,80.0,,Married-civ-spouse,Husband,Male,
380-38-0380,34.0,HS-grad,Married-civ-spouse,Husband,,
384-38-4384,44.0,HS-grad,Separated,Not-in-family,,<=50K
193-19-3193,41.0,Bachelors,Never-married,Not-in-family,,<=50K
745-74-5745,38.0,10th,,Unmarried,Male,<=50K
834-83-4834,58.0,9th,Divorced,Not-in-family,,>50K
684-68-4684,60.0,,,Unmarried,,<=50K
796-79-6796,22.0,,Separated,Own-child,Male,
386-38-6386,,HS-grad,,Not-in-family,,<=50K
412-41-2412,,,Separated,Not-in-family,,>50K
026-02-6026,28.0,Bachelors,Never-married,Own-child,Male,<=50K
837-83-7837,36.0,Some-college,Married-civ-spouse,Husband,,
901-90-1901,46.0,HS-grad,Divorced,,Male,
174-17-4174,32.0,HS-grad,Divorced,Unmarried,Female,>50K
594-59-4594,25.0,Assoc-voc,Divorced,Unmarried,,<=50K
939-93-9939,19.0,Some-college,,Own-child,,
205-20-5205,48.0,,Married-civ-spouse,Husband,,
718-71-8718,37.0,5th-6th,Never-married,Not-in-family,,
343-34-3343,58.0,Some-college,,Not-in-family,Male,<=50K
163-16-3163,,,,Not-in-family,,
982-98-2982,43.0,,Married-civ-spouse,Husband,Male,<=50K
890-89-0890,33.0,Some-college,Married-civ-spouse,Wife,,
853-85-3853,64.0,,,Husband,Male,
397-39-7397,46.0,,Divorced,Own-child,Male,<=50K
266-26-6266,48.0,Some-college,Widowed,Unmarried,Female,<=50K
220-22-0220,32.0,Some-college,Divorced,Own-child,Male,<=50K
368-36-8368,24.0,HS-grad,Never-married,,Male,
353-35-3353,36.0,Assoc-voc,,Husband,Male,
897-89-7897,33.0,HS-grad,Married-civ-spouse,,Male,<=50K
566-56-6566,,,,Husband,Male,<=50K
637-63-7637,26.0,Bachelors,Never-married,Own-child,,<=50K
277-27-7277,22.0,Some-college,Never-married,Not-in-family,,<=50K
120-12-0120,31.0,7th-8th,Separated,Other-relative,Female,<=50K
307-30-7307,36.0,HS-grad,,Not-in-family,Male,<=50K
498-49-8498,44.0,HS-grad,Married-civ-spouse,Husband,,<=50K
109-10-9109,40.0,Bachelors,,Husband,Male,
153-15-3153,19.0,Some-college,Married-civ-spouse,Other-relative,Male,<=50K
468-46-8468,59.0,HS-grad,Divorced,,Female,
169-16-9169,48.0,,,Not-in-family,Male,
395-39-5395,63.0,Bachelors,Married-civ-spouse,Husband,,
538-53-8538,,,Married-civ-spouse,Husband,,
448-44-8448,44.0,,Married-civ-spouse,Husband,Male,
257-25-7257,52.0,,Married-civ-spouse,Husband,Male,
677-67-7677,59.0,,Married-civ-spouse,Husband,Male,
009-00-9009,45.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
350-35-0350,38.0,Bachelors,Married-civ-spouse,Husband,Male,
078-07-8078,51.0,,Married-civ-spouse,Husband,Male,
783-78-3783,48.0,HS-grad,,,Female,<=50K
462-46-2462,48.0,Masters,Married-civ-spouse,Husband,,>50K
081-08-1081,39.0,HS-grad,Never-married,Own-child,Male,
344-34-4344,23.0,HS-grad,Never-married,,Female,
268-26-8268,59.0,Bachelors,Never-married,Not-in-family,Female,>50K
644-64-4644,,Some-college,Married-civ-spouse,Husband,Male,
233-23-3233,26.0,Some-college,Married-civ-spouse,Husband,,<=50K
838-83-8838,,,Never-married,Not-in-family,Female,<=50K
928-92-8928,36.0,Some-college,Married-spouse-absent,Other-relative,Male,<=50K
087-08-7087,34.0,HS-grad,Never-married,Not-in-family,,<=50K
914-91-4914,37.0,,Divorced,,Female,
962-96-2962,41.0,,,Wife,Female,>50K
895-89-5895,29.0,Some-college,,,Female,<=50K
097-09-7097,,Bachelors,Married-civ-spouse,Husband,,>50K
140-14-0140,48.0,,,,Male,
289-28-9289,38.0,Masters,Never-married,Not-in-family,Male,<=50K
596-59-6596,36.0,HS-grad,Married-civ-spouse,,Male,
791-79-1791,38.0,,Divorced,Unmarried,Female,
252-25-2252,39.0,Some-college,Divorced,,,<=50K
183-18-3183,36.0,,Married-civ-spouse,Wife,,<=50K
149-14-9149,31.0,Masters,,Not-in-family,Male,
142-14-2142,28.0,Bachelors,Never-married,Not-in-family,,
990-99-0990,23.0,Assoc-acdm,,Not-in-family,Female,<=50K
806-80-6806,32.0,5th-6th,,Not-in-family,Male,
831-83-1831,44.0,,Married-civ-spouse,Husband,Male,>50K
280-28-0280,28.0,Assoc-acdm,Never-married,Not-in-family,Male,
866-86-6866,43.0,,Divorced,Unmarried,Female,<=50K
434-43-4434,23.0,,Married-civ-spouse,Husband,Male,<=50K
328-32-8328,,HS-grad,Never-married,Other-relative,Male,<=50K
567-56-7567,39.0,Bachelors,Married-civ-spouse,Husband,Male,
310-31-0310,57.0,Doctorate,Married-civ-spouse,Husband,,
479-47-9479,45.0,HS-grad,Married-civ-spouse,Husband,,<=50K
774-77-4774,38.0,Assoc-acdm,Married-civ-spouse,,,>50K
887-88-7887,38.0,HS-grad,,Husband,,
792-79-2792,,Some-college,Married-civ-spouse,Husband,Male,<=50K
456-45-6456,21.0,Some-college,Never-married,Own-child,,
130-13-0130,32.0,HS-grad,,Husband,,<=50K
627-62-7627,,,Married-civ-spouse,,,
141-14-1141,41.0,,Divorced,Unmarried,Female,
609-60-9609,43.0,HS-grad,,,Female,
797-79-7797,53.0,,Never-married,Other-relative,,
957-95-7957,41.0,,Married-civ-spouse,Husband,Male,<=50K
218-21-8218,23.0,Some-college,Never-married,Own-child,Male,<=50K
651-65-1651,40.0,HS-grad,Married-civ-spouse,,,
531-53-1531,42.0,Some-college,,Other-relative,Female,<=50K
276-27-6276,36.0,HS-grad,Married-civ-spouse,Husband,,
304-30-4304,17.0,,,,Female,<=50K
347-34-7347,48.0,,,Not-in-family,,
215-21-5215,62.0,Masters,Married-civ-spouse,Husband,Male,
052-05-2052,69.0,Bachelors,,Husband,Male,
281-28-1281,62.0,,Widowed,Not-in-family,Female,>50K
300-30-0300,49.0,Masters,Divorced,,Female,<=50K
075-07-5075,26.0,Bachelors,Never-married,Not-in-family,,<=50K
152-15-2152,26.0,HS-grad,Never-married,Not-in-family,Male,
602-60-2602,41.0,,Divorced,Not-in-family,,
068-06-8068,,HS-grad,Married-civ-spouse,,,
678-67-8678,,,Never-married,,Female,<=50K
960-96-0960,44.0,,Divorced,,,<=50K
556-55-6556,21.0,11th,Never-married,Not-in-family,Female,
057-05-7057,42.0,Some-college,Never-married,,,
028-02-8028,51.0,HS-grad,,,Male,<=50K
231-23-1231,49.0,HS-grad,Divorced,Unmarried,Female,
176-17-6176,44.0,HS-grad,Married-civ-spouse,Husband,,
308-30-8308,,,,Husband,,
192-19-2192,53.0,Some-college,Married-civ-spouse,Husband,Male,
240-24-0240,33.0,HS-grad,Married-civ-spouse,,Male,>50K
873-87-3873,58.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
529-52-9529,29.0,HS-grad,,Not-in-family,,>50K
581-58-1581,50.0,Bachelors,Divorced,Not-in-family,Male,
348-34-8348,23.0,,Never-married,,Female,<=50K
298-29-8298,28.0,,Never-married,,,<=50K
432-43-2432,37.0,11th,,Husband,,
254-25-4254,,Masters,Never-married,Not-in-family,,>50K
099-09-9099,58.0,HS-grad,Married-civ-spouse,,Male,
695-69-5695,,,Divorced,,,<=50K
835-83-5835,50.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
317-31-7317,40.0,HS-grad,Married-civ-spouse,Husband,,>50K
405-40-5405,28.0,Bachelors,Married-civ-spouse,Husband,,
137-13-7137,49.0,Some-college,Married-civ-spouse,Husband,Male,>50K
330-33-0330,54.0,HS-grad,Never-married,Not-in-family,,
251-25-1251,89.0,Masters,Married-civ-spouse,Husband,,<=50K
351-35-1351,,9th,Never-married,Own-child,,<=50K
224-22-4224,52.0,HS-grad,,Husband,Male,<=50K
810-81-0810,31.0,Some-college,,Own-child,,
945-94-5945,41.0,,Married-civ-spouse,Husband,,
114-11-4114,51.0,HS-grad,Divorced,,Male,>50K
649-64-9649,35.0,,Never-married,,,
546-54-6546,66.0,,,Not-in-family,Male,<=50K
041-04-1041,,,Married-civ-spouse,Husband,Male,
786-78-6786,44.0,Masters,Married-civ-spouse,Husband,Male,
003-00-3003,30.0,,Never-married,Not-in-family,Female,>50K
370-37-0370,48.0,,Married-civ-spouse,Husband,,
401-40-1401,31.0,Some-college,Never-married,Own-child,Female,
318-31-8318,28.0,,Never-married,Not-in-family,Male,<=50K
662-66-2662,,,Never-married,Not-in-family,Male,<=50K
789-78-9789,42.0,Doctorate,,,Female,<=50K
102-10-2102,39.0,Assoc-voc,Never-married,Unmarried,,>50K
239-23-9239,23.0,Assoc-voc,Never-married,,,
226-22-6226,,Bachelors,Divorced,Not-in-family,,
931-93-1931,26.0,Assoc-voc,Never-married,,Male,<=50K
165-16-5165,31.0,Bachelors,Never-married,,Female,<=50K
541-54-1541,29.0,9th,Separated,Not-in-family,Male,<=50K
388-38-8388,22.0,,Never-married,Own-child,Male,
309-30-9309,35.0,,,Husband,Male,
489-48-9489,25.0,10th,Never-married,,,<=50K
360-36-0360,28.0,Assoc-acdm,,Husband,,
416-41-6416,41.0,Masters,,Husband,Male,<=50K
726-72-6726,61.0,HS-grad,Married-civ-spouse,Husband,Male,
815-81-5815,56.0,HS-grad,,Not-in-family,,<=50K
501-50-1501,30.0,HS-grad,,Wife,Female,<=50K
559-55-9559,42.0,,Never-married,Other-relative,Male,>50K
107-10-7107,18.0,9th,Divorced,Not-in-family,Female,
059-05-9059,46.0,HS-grad,,Husband,Male,>50K
411-41-1411,22.0,,Never-married,Not-in-family,Male,<=50K
442-44-2442,47.0,Some-college,Married-civ-spouse,Husband,,
829-82-9829,28.0,HS-grad,Married-civ-spouse,Husband,Male,
103-10-3103,28.0,Some-college,Married-civ-spouse,,Male,<=50K
194-19-4194,,Bachelors,Married-civ-spouse,Husband,,<=50K
785-78-5785,24.0,,,,Male,
049-04-9049,58.0,5th-6th,Widowed,,,<=50K
393-39-3393,33.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
472-47-2472,18.0,Assoc-voc,Never-married,Own-child,Female,
430-43-0430,54.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
339-33-9339,54.0,Masters,Divorced,Unmarried,,
060-06-0060,37.0,,Never-married,Own-child,Female,<=50K
941-94-1941,36.0,,,,Male,>50K
570-57-0570,34.0,Assoc-voc,Divorced,Not-in-family,Female,<=50K
920-92-0920,43.0,,Married-civ-spouse,,,>50K
020-02-0020,29.0,HS-grad,,Husband,Male,>50K
302-30-2302,45.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
158-15-8158,42.0,Assoc-acdm,Divorced,Unmarried,,<=50K
053-05-3053,25.0,HS-grad,,Not-in-family,Female,
260-26-0260,60.0,Bachelors,,Husband,Male,
734-73-4734,43.0,,Married-civ-spouse,Husband,Male,>50K
212-21-2212,22.0,HS-grad,Married-civ-spouse,,,<=50K
216-21-6216,34.0,,Never-married,Not-in-family,Male,
763-76-3763,61.0,,Married-civ-spouse,,Male,
446-44-6446,42.0,HS-grad,Married-civ-spouse,Wife,,
976-97-6976,28.0,Bachelors,,Not-in-family,,<=50K
736-73-6736,19.0,,Never-married,Not-in-family,Female,
728-72-8728,23.0,,Never-married,Other-relative,Male,
694-69-4694,28.0,5th-6th,,,Female,<=50K
978-97-8978,46.0,Masters,Married-civ-spouse,Wife,Female,<=50K
106-10-6106,46.0,Bachelors,,Husband,,
010-01-0010,41.0,,Never-married,Unmarried,Female,>50K
245-24-5245,65.0,Some-college,,,Male,
667-66-7667,32.0,Bachelors,Divorced,Unmarried,Female,
207-20-7207,32.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
772-77-2772,60.0,HS-grad,,Not-in-family,,>50K
474-47-4474,55.0,,Married-civ-spouse,Husband,Male,<=50K
688-68-8688,24.0,Bachelors,Never-married,Not-in-family,Female,
294-29-4294,,HS-grad,Married-civ-spouse,,Male,
299-29-9299,37.0,,Never-married,,,
361-36-1361,28.0,,Married-civ-spouse,Husband,Male,<=50K
735-73-5735,33.0,Masters,Never-married,Not-in-family,Female,<=50K
234-23-4234,20.0,,,Own-child,Female,<=50K
805-80-5805,27.0,HS-grad,Married-civ-spouse,,Male,
312-31-2312,,Bachelors,Married-civ-spouse,Husband,,<=50K
902-90-2902,61.0,HS-grad,Married-civ-spouse,Husband,,
840-84-0840,,HS-grad,Married-civ-spouse,,,
747-74-7747,36.0,Some-college,Never-married,Not-in-family,Female,<=50K
802-80-2802,59.0,HS-grad,Married-civ-spouse,,Male,>50K
156-15-6156,43.0,Bachelors,Married-civ-spouse,Husband,Male,
856-85-6856,20.0,,,Own-child,Male,<=50K
893-89-3893,35.0,Doctorate,Never-married,Not-in-family,,<=50K
981-98-1981,58.0,Masters,Never-married,Not-in-family,Female,<=50K
991-99-1991,26.0,Bachelors,,Not-in-family,Female,<=50K
146-14-6146,30.0,Assoc-voc,,Not-in-family,Female,
320-32-0320,55.0,,Divorced,Not-in-family,Female,
714-71-4714,30.0,Some-college,,,Female,<=50K
676-67-6676,43.0,Prof-school,Married-spouse-absent,Unmarried,,
324-32-4324,55.0,Bachelors,Divorced,Unmarried,,
619-61-9619,33.0,,,Husband,Male,<=50K
929-92-9929,19.0,,,Own-child,Male,<=50K
496-49-6496,41.0,HS-grad,Married-civ-spouse,,,
561-56-1561,,Some-college,,,Male,
297-29-7297,58.0,Bachelors,Divorced,Not-in-family,,
362-36-2362,51.0,,Divorced,,Male,
946-94-6946,,Bachelors,Married-civ-spouse,Wife,,
394-39-4394,39.0,,Married-civ-spouse,Husband,,>50K
875-87-5875,,HS-grad,Married-civ-spouse,,Male,<=50K
770-77-0770,56.0,Some-college,Divorced,Not-in-family,Female,<=50K
782-78-2782,43.0,Masters,Divorced,Not-in-family,Female,
851-85-1851,53.0,HS-grad,Married-spouse-absent,Not-in-family,Male,
560-56-0560,22.0,HS-grad,Never-married,Own-child,Female,<=50K
583-58-3583,40.0,,,Own-child,,>50K
327-32-7327,,,Never-married,Not-in-family,Male,
645-64-5645,38.0,,Married-civ-spouse,,,<=50K
591-59-1591,30.0,Some-college,Married-spouse-absent,Own-child,,
379-37-9379,31.0,Assoc-voc,,Not-in-family,,<=50K
319-31-9319,,HS-grad,Divorced,Not-in-family,Male,<=50K
190-19-0190,,,Divorced,,,>50K
338-33-8338,44.0,Masters,Never-married,Not-in-family,,>50K
122-12-2122,38.0,,Married-civ-spouse,Husband,,
659-65-9659,43.0,Masters,Married-civ-spouse,Husband,Male,>50K
700-70-0700,19.0,HS-grad,Never-married,,Male,
271-27-1271,39.0,7th-8th,Married-civ-spouse,,Male,>50K
744-74-4744,71.0,,Married-civ-spouse,Husband,,<=50K
719-71-9719,55.0,HS-grad,,Not-in-family,,>50K
314-31-4314,38.0,,Married-civ-spouse,Husband,Male,
459-45-9459,49.0,Masters,,Husband,,
526-52-6526,27.0,,Never-married,,Male,<=50K
282-28-2282,58.0,HS-grad,,Husband,Male,
168-16-8168,24.0,11th,Never-married,,Female,<=50K
656-65-6656,43.0,Some-college,Married-civ-spouse,Husband,,<=50K
654-65-4654,30.0,HS-grad,Married-civ-spouse,,Male,<=50K
517-51-7517,19.0,,Never-married,Own-child,Male,
808-80-8808,29.0,Some-college,Never-married,Not-in-family,Female,<=50K
951-95-1951,19.0,Some-college,,Not-in-family,Female,<=50K
973-97-3973,55.0,HS-grad,,Wife,Female,<=50K
518-51-8518,50.0,Some-college,Never-married,Not-in-family,Female,
481-48-1481,35.0,1st-4th,Never-married,Unmarried,Male,<=50K
811-81-1811,19.0,,,Other-relative,Female,
088-08-8088,22.0,Some-college,,Not-in-family,Male,<=50K
994-99-4994,41.0,,,,Male,<=50K
