ssn,age,education,marital-status,relationship,sex,income
264-15-8476,82,9th,Never-married,Husband,Female,>50K
708-84-5208,89,Assoc-voc,Never-married,Own-child,Male,<=50K
014-77-2727,54,Assoc-acdm,Widowed,Own-child,Female,<=50K
416-79-9753,25,9th,Married-AF-spouse,Other-relative,Male,<=50K
641-30-8353,37,9th,Separated,Husband,Male,<=50K
844-93-2431,60,Assoc-acdm,Never-married,Other-relative,Male,<=50K
222-38-9434,15,Bachelors,Never-married,Husband,Female,>50K
903-37-8377,76,10th,Never-married,Wife,Male,<=50K
369-80-9581,27,HS-grad,Married-spouse-absent,Own-child,Female,>50K
124-41-6461,68,Bachelors,Divorced,Unmarried,Male,>50K
178-86-9778,17,Some-college,Widowed,Husband,Female,<=50K
266-55-4053,41,Some-college,Married-spouse-absent,Other-relative,Female,>50K
840-47-9114,79,11th,Married-spouse-absent,Husband,Female,>50K
695-76-1670,44,Prof-school,Married-spouse-absent,Not-in-family,Male,<=50K
310-47-2972,94,Doctorate,Widowed,Other-relative,Male,<=50K
784-27-5183,50,Assoc-voc,Married-AF-spouse,Other-relative,Male,>50K
257-58-5994,94,Masters,Married-spouse-absent,Other-relative,Female,>50K
671-65-2333,44,Some-college,Widowed,Husband,Female,<=50K
276-56-6338,12,7th-8th,Never-married,Wife,Male,>50K
505-65-1105,79,1st-4th,Divorced,Wife,Female,<=50K
926-59-7050,81,11th,Married-AF-spouse,Other-relative,Male,>50K
173-67-9361,89,7th-8th,Divorced,Unmarried,Male,<=50K
084-24-4471,93,Some-college,Married-spouse-absent,Not-in-family,Male,<=50K
720-60-8107,65,11th,Separated,Other-relative,Female,<=50K
806-41-8918,30,Prof-school,Divorced,Other-relative,Female,<=50K
302-76-4127,56,10th,Married-AF-spouse,Own-child,Male,<=50K
486-02-5798,54,Doctorate,Married-spouse-absent,Unmarried,Male,<=50K
048-74-0786,73,Assoc-voc,Widowed,Own-child,Female,<=50K
461-57-8623,15,Some-college,Married-civ-spouse,Husband,Male,<=50K
011-39-4348,44,9th,Never-married,Husband,Female,>50K
386-24-0785,72,HS-grad,Divorced,Other-relative,Female,>50K
823-40-2947,39,12th,Never-married,Not-in-family,Male,<=50K
013-88-2063,61,Assoc-voc,Married-spouse-absent,Own-child,Female,<=50K
359-12-1621,13,Bachelors,Widowed,Not-in-family,Female,<=50K
790-66-3389,5,1st-4th,Married-spouse-absent,Own-child,Male,<=50K
028-43-9803,99,9th,Married-AF-spouse,Not-in-family,Female,>50K
558-93-7345,34,10th,Married-spouse-absent,Other-relative,Male,>50K
388-85-1350,41,Masters,Separated,Wife,Female,<=50K
124-20-1474,95,HS-grad,Married-spouse-absent,Own-child,Female,>50K
233-32-3095,61,7th-8th,Separated,Other-relative,Male,>50K
621-99-0171,37,HS-grad,Married-spouse-absent,Own-child,Female,<=50K
651-84-2751,85,HS-grad,Never-married,Husband,Female,<=50K
504-91-4004,72,5th-6th,Divorced,Other-relative,Female,>50K
043-85-7493,21,9th,Never-married,Husband,Female,>50K
048-71-0073,10,12th,Married-spouse-absent,Wife,Female,<=50K
718-48-8942,53,Assoc-voc,Married-civ-spouse,Unmarried,Male,<=50K
313-02-2112,67,7th-8th,Married-AF-spouse,Not-in-family,Female,<=50K
691-55-4053,86,Prof-school,Separated,Unmarried,Female,<=50K
121-77-5184,19,HS-grad,Separated,Own-child,Female,>50K
235-35-0122,15,1st-4th,Married-spouse-absent,Not-in-family,Female,>50K
299-87-7149,24,Doctorate,Separated,Husband,Female,<=50K
881-14-2505,78,7th-8th,Divorced,Wife,Male,>50K
414-83-4151,96,1st-4th,Separated,Own-child,Female,<=50K
509-36-7321,39,9th,Married-AF-spouse,Own-child,Male,<=50K
595-36-2407,29,9th,Married-spouse-absent,Own-child,Male,<=50K
655-46-6829,52,Masters,Never-married,Not-in-family,Male,<=50K
302-57-9852,79,Bachelors,Married-civ-spouse,Own-child,Male,>50K
846-40-6633,89,Preschool,Divorced,Other-relative,Female,<=50K
608-59-9507,4,11th,Divorced,Unmarried,Female,>50K
259-24-4471,53,5th-6th,Married-spouse-absent,Not-in-family,Female,>50K
978-19-4102,58,Some-college,Married-spouse-absent,Not-in-family,Female,>50K
607-06-3881,73,Doctorate,Never-married,Husband,Female,>50K
396-99-0171,85,Preschool,Separated,Own-child,Male,>50K
076-59-7051,100,5th-6th,Never-married,Unmarried,Female,<=50K
408-01-5970,8,12th,Never-married,Not-in-family,Male,<=50K
831-11-1792,39,Assoc-acdm,Separated,Own-child,Female,>50K
484-18-3046,38,Some-college,Never-married,Other-relative,Male,>50K
083-50-7370,43,Preschool,Divorced,Other-relative,Female,<=50K
683-10-8107,88,10th,Married-spouse-absent,Unmarried,Male,<=50K
491-49-2628,88,HS-grad,Never-married,Other-relative,Male,>50K
164-25-0614,10,9th,Never-married,Other-relative,Male,>50K
027-67-1990,52,9th,Married-spouse-absent,Own-child,Male,<=50K
066-18-5503,60,Assoc-voc,Separated,Wife,Male,>50K
084-85-8722,19,Bachelors,Married-AF-spouse,Husband,Female,>50K
922-29-7296,13,7th-8th,Married-AF-spouse,Husband,Female,>50K
426-44-3488,75,Some-college,Separated,Wife,Female,>50K
193-70-3931,20,10th,Widowed,Unmarried,Male,>50K
017-93-6117,88,Preschool,Separated,Own-child,Male,>50K
087-25-4299,16,1st-4th,Married-civ-spouse,Husband,Male,>50K
830-80-4667,37,Doctorate,Widowed,Not-in-family,Male,>50K
280-06-7567,65,Prof-school,Married-spouse-absent,Own-child,Male,<=50K
451-93-4888,91,HS-grad,Never-married,Wife,Male,<=50K
552-54-9139,83,7th-8th,Never-married,Other-relative,Female,>50K
588-48-2800,12,12th,Married-spouse-absent,Husband,Female,>50K
633-26-1670,67,Assoc-voc,Never-married,Wife,Female,>50K
874-26-2898,57,Masters,Never-married,Unmarried,Female,<=50K
618-48-8942,49,Some-college,Separated,Wife,Male,>50K
019-10-3194,86,Preschool,Widowed,Husband,Female,<=50K
330-74-3242,77,HS-grad,Widowed,Husband,Female,>50K
235-68-7960,29,9th,Widowed,Own-child,Male,>50K
799-53-9311,37,Some-college,Separated,Wife,Female,>50K
389-03-5626,49,11th,Separated,Wife,Male,<=50K
781-23-4642,92,Some-college,Married-spouse-absent,Not-in-family,Female,>50K
830-19-0416,58,11th,Married-AF-spouse,Unmarried,Male,>50K
634-82-8009,27,Assoc-acdm,Separated,Unmarried,Female,>50K
645-45-4544,3,7th-8th,Widowed,Husband,Male,<=50K
962-71-4986,31,Doctorate,Married-AF-spouse,Husband,Female,<=50K
642-93-6117,72,Bachelors,Married-spouse-absent,Unmarried,Female,<=50K
656-41-8918,69,Doctorate,Married-spouse-absent,Own-child,Female,<=50K
638-75-9213,79,Doctorate,Widowed,Own-child,Female,>50K
056-26-5356,91,1st-4th,Widowed,Own-child,Female,<=50K
011-57-8624,96,Masters,Married-AF-spouse,Own-child,Male,>50K
549-23-2186,97,1st-4th,Married-spouse-absent,Unmarried,Male,>50K
751-99-6313,24,Prof-school,Widowed,Other-relative,Male,>50K
578-43-9802,96,9th,Widowed,Own-child,Female,<=50K
549-66-2161,54,Preschool,Married-civ-spouse,Unmarried,Female,>50K
733-93-7345,82,5th-6th,Divorced,Not-in-family,Male,>50K
373-43-3660,20,Masters,Married-civ-spouse,Wife,Female,<=50K
727-14-9876,52,Assoc-acdm,Married-spouse-absent,Unmarried,Male,>50K
249-57-0024,24,Prof-school,Married-civ-spouse,Husband,Female,>50K
492-04-5454,2,9th,Never-married,Other-relative,Female,<=50K
652-64-1276,34,Bachelors,Married-AF-spouse,Unmarried,Male,>50K
796-03-8082,87,Assoc-acdm,Separated,Wife,Male,>50K
905-37-4691,15,Prof-school,Never-married,Not-in-family,Male,>50K
804-48-4028,26,Bachelors,Married-AF-spouse,Not-in-family,Female,<=50K
228-96-1916,17,5th-6th,Divorced,Not-in-family,Male,>50K
248-83-2923,95,Preschool,Divorced,Husband,Female,<=50K
094-62-5307,84,1st-4th,Divorced,Own-child,Male,<=50K
571-13-0220,88,10th,Never-married,Other-relative,Male,<=50K
837-80-7124,25,7th-8th,Never-married,Husband,Female,<=50K
501-71-9901,43,12th,Widowed,Husband,Male,>50K
831-17-3217,24,HS-grad,Separated,Wife,Male,>50K
180-68-1818,90,9th,Married-spouse-absent,Not-in-family,Female,<=50K
299-04-7911,75,Preschool,Widowed,Own-child,Male,<=50K
708-23-0957,91,1st-4th,Never-married,Not-in-family,Female,<=50K
150-21-4987,28,1st-4th,Widowed,Unmarried,Male,<=50K
327-36-4864,16,Preschool,Married-spouse-absent,Husband,Female,<=50K
596-89-8033,38,Doctorate,Separated,Not-in-family,Female,<=50K
397-54-2997,59,9th,Divorced,Not-in-family,Female,>50K
549-84-6436,35,Assoc-acdm,Married-AF-spouse,Wife,Female,>50K
397-75-7984,44,HS-grad,Widowed,Wife,Female,>50K
182-83-1695,95,5th-6th,Married-civ-spouse,Not-in-family,Male,>50K
044-22-6044,39,12th,Widowed,Not-in-family,Female,<=50K
227-39-5577,57,1st-4th,Married-AF-spouse,Not-in-family,Female,<=50K
361-82-4323,72,10th,Married-AF-spouse,Not-in-family,Male,>50K
369-04-1768,74,Bachelors,Never-married,Husband,Male,>50K
320-48-5257,37,Some-college,Widowed,Own-child,Male,<=50K
085-35-0122,62,5th-6th,Married-AF-spouse,Husband,Female,>50K
177-88-6977,75,Doctorate,Never-married,Unmarried,Male,<=50K
291-15-4790,21,10th,Divorced,Wife,Male,<=50K
001-04-4226,54,1st-4th,Married-AF-spouse,Other-relative,Female,<=50K
586-85-5036,2,Doctorate,Widowed,Own-child,Female,>50K
077-88-6977,38,Preschool,Married-AF-spouse,Own-child,Female,<=50K
709-85-8721,3,Masters,Married-spouse-absent,Unmarried,Female,<=50K
218-82-6781,85,Assoc-acdm,Never-married,Other-relative,Male,<=50K
889-37-3463,35,11th,Divorced,Other-relative,Male,<=50K
175-82-9238,99,5th-6th,Married-civ-spouse,Other-relative,Male,<=50K
462-77-6412,68,Bachelors,Never-married,Not-in-family,Male,<=50K
229-11-5478,54,9th,Never-married,Not-in-family,Male,<=50K
372-11-3021,51,7th-8th,Divorced,Other-relative,Female,<=50K
614-18-9188,13,Prof-school,Married-AF-spouse,Unmarried,Male,>50K
123-09-5822,68,9th,Widowed,Husband,Male,<=50K
469-07-2481,55,Doctorate,Never-married,Other-relative,Male,>50K
054-82-1867,72,5th-6th,Divorced,Unmarried,Male,>50K
370-11-6707,82,Masters,Separated,Wife,Male,>50K
917-04-5453,95,HS-grad,Never-married,Wife,Male,<=50K
890-26-4126,78,7th-8th,Never-married,Not-in-family,Female,>50K
355-40-5405,96,Preschool,Married-spouse-absent,Unmarried,Male,>50K
789-40-4176,37,Assoc-voc,Married-AF-spouse,Husband,Male,<=50K
657-34-0294,69,Preschool,Widowed,Own-child,Female,>50K
691-12-4077,50,5th-6th,Married-AF-spouse,Wife,Male,<=50K
622-38-9434,51,Some-college,Widowed,Own-child,Male,>50K
046-34-5208,20,1st-4th,Never-married,Husband,Female,<=50K
517-13-7591,32,12th,Never-married,Not-in-family,Female,>50K
665-38-6977,74,Assoc-acdm,Widowed,Other-relative,Female,<=50K
352-67-1989,52,Prof-school,Widowed,Unmarried,Female,<=50K
836-64-0048,47,11th,Widowed,Other-relative,Male,>50K
076-25-9213,68,HS-grad,Separated,Wife,Female,>50K
025-36-8550,69,Prof-school,Separated,Other-relative,Female,>50K
556-94-1031,28,1st-4th,Separated,Other-relative,Male,<=50K
568-85-7493,29,11th,Separated,Unmarried,Female,<=50K
270-30-0982,5,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
813-02-2112,90,7th-8th,Widowed,Other-relative,Female,<=50K
796-56-0195,78,Bachelors,Married-civ-spouse,Not-in-family,Male,<=50K
660-71-8672,54,1st-4th,Never-married,Not-in-family,Female,<=50K
987-53-0711,25,10th,Divorced,Unmarried,Female,>50K
692-50-6141,36,12th,Divorced,Unmarried,Male,>50K
513-85-1350,10,11th,Widowed,Unmarried,Female,>50K
676-22-8500,66,12th,Never-married,Wife,Female,<=50K
800-06-1424,47,1st-4th,Separated,Own-child,Female,>50K
656-69-5331,37,Masters,Widowed,Unmarried,Male,<=50K
302-33-4152,71,5th-6th,Never-married,Own-child,Male,<=50K
622-45-0859,13,12th,Widowed,Own-child,Female,<=50K
578-19-4102,95,HS-grad,Married-spouse-absent,Other-relative,Female,>50K
713-97-4200,29,Assoc-voc,Married-AF-spouse,Other-relative,Female,<=50K
369-16-4618,5,Assoc-acdm,Married-AF-spouse,Not-in-family,Male,>50K
288-42-1375,77,7th-8th,Never-married,Other-relative,Male,<=50K
551-90-4176,91,Some-college,Never-married,Unmarried,Female,<=50K
803-77-7640,38,Masters,Never-married,Own-child,Female,>50K
613-45-2087,16,Assoc-acdm,Married-AF-spouse,Unmarried,Male,<=50K
081-81-8181,30,HS-grad,Widowed,Wife,Male,>50K
753-83-9065,24,Prof-school,Married-AF-spouse,Unmarried,Female,>50K
735-78-0097,56,HS-grad,Married-AF-spouse,Unmarried,Female,<=50K
397-45-0859,81,9th,Married-spouse-absent,Own-child,Female,>50K
097-42-0147,51,1st-4th,Married-civ-spouse,Unmarried,Female,>50K
453-71-6215,97,Assoc-acdm,Widowed,Unmarried,Male,>50K
784-12-1620,80,Some-college,Never-married,Unmarried,Female,>50K
414-71-1301,9,Masters,Widowed,Wife,Female,>50K
861-79-3610,58,5th-6th,Married-civ-spouse,Not-in-family,Female,>50K
187-77-6412,54,Assoc-acdm,Divorced,Husband,Female,>50K
536-51-7198,65,11th,Widowed,Other-relative,Male,>50K
087-74-5700,46,11th,Separated,Unmarried,Male,>50K
500-98-2800,30,Masters,Married-AF-spouse,Own-child,Female,>50K
773-15-7247,93,Doctorate,Married-spouse-absent,Unmarried,Male,<=50K
848-77-1497,18,Some-college,Married-AF-spouse,Wife,Female,>50K
939-34-2750,83,12th,Married-AF-spouse,Own-child,Male,>50K
455-12-8992,52,Masters,Widowed,Own-child,Female,>50K
334-24-4471,49,7th-8th,Married-AF-spouse,Wife,Female,<=50K
545-02-4569,78,Doctorate,Never-married,Husband,Male,>50K
817-26-0441,74,Assoc-acdm,Married-spouse-absent,Own-child,Male,<=50K
550-79-8525,77,Prof-school,Separated,Not-in-family,Female,>50K
279-11-5478,67,Assoc-acdm,Divorced,Unmarried,Female,<=50K
741-40-0490,95,5th-6th,Never-married,Husband,Female,<=50K
150-92-1375,70,11th,Married-AF-spouse,Own-child,Male,<=50K
951-07-4937,55,Bachelors,Never-married,Own-child,Female,>50K
209-79-7297,79,Masters,Married-AF-spouse,Unmarried,Female,>50K
215-93-9803,80,12th,Married-spouse-absent,Not-in-family,Female,<=50K
896-34-5207,34,1st-4th,Divorced,Wife,Female,<=50K
838-57-4937,79,Assoc-acdm,Widowed,Not-in-family,Male,<=50K
125-58-3537,67,9th,Divorced,Wife,Female,>50K
005-55-8968,54,10th,Married-AF-spouse,Other-relative,Male,>50K
202-39-5577,18,Preschool,Married-civ-spouse,Own-child,Male,<=50K
372-91-1547,30,Bachelors,Widowed,Husband,Female,>50K
810-35-0122,43,Prof-school,Married-civ-spouse,Not-in-family,Female,<=50K
731-01-9655,43,Preschool,Married-AF-spouse,Not-in-family,Female,>50K
603-86-9778,19,Bachelors,Never-married,Not-in-family,Male,<=50K
329-08-4766,49,11th,Divorced,Other-relative,Female,>50K
732-30-9581,69,Doctorate,Married-spouse-absent,Husband,Male,>50K
111-51-7198,70,Assoc-voc,Separated,Not-in-family,Male,<=50K
366-92-2604,75,Some-college,Married-AF-spouse,Other-relative,Male,>50K
849-81-5723,3,Doctorate,Widowed,Unmarried,Female,<=50K
096-68-3046,17,5th-6th,Never-married,Not-in-family,Female,<=50K
234-02-9483,19,11th,Married-AF-spouse,Wife,Female,<=50K
746-62-1620,70,7th-8th,Never-married,Unmarried,Female,<=50K
317-26-0441,25,1st-4th,Widowed,Husband,Female,<=50K
377-67-1989,88,Prof-school,Married-spouse-absent,Unmarried,Female,<=50K
665-47-9114,66,Doctorate,Never-married,Not-in-family,Female,<=50K
257-21-7444,22,Assoc-acdm,Married-AF-spouse,Not-in-family,Male,<=50K
641-18-5503,81,Assoc-voc,Divorced,Not-in-family,Female,<=50K
151-04-4225,22,Assoc-voc,Widowed,Unmarried,Female,>50K
734-55-1596,14,5th-6th,Married-AF-spouse,Wife,Female,<=50K
232-86-2407,100,Assoc-voc,Married-AF-spouse,Unmarried,Female,<=50K
164-80-3439,18,5th-6th,Married-spouse-absent,Husband,Male,<=50K
048-12-6535,82,HS-grad,Married-civ-spouse,Not-in-family,Female,<=50K
963-51-3512,85,Preschool,Never-married,Not-in-family,Male,>50K
989-77-2726,18,9th,Separated,Own-child,Male,<=50K
692-19-9016,79,10th,Divorced,Not-in-family,Female,>50K
746-49-8770,22,5th-6th,Divorced,Wife,Female,<=50K
119-99-3857,14,9th,Married-spouse-absent,Own-child,Female,<=50K
796-99-0171,70,1st-4th,Married-spouse-absent,Own-child,Female,>50K
048-18-7960,20,5th-6th,Separated,Not-in-family,Male,>50K
071-86-7321,76,Assoc-voc,Married-AF-spouse,Wife,Male,<=50K
927-21-1301,38,10th,Married-civ-spouse,Own-child,Female,<=50K
464-37-3463,22,Bachelors,Widowed,Not-in-family,Female,<=50K
799-57-0023,42,Doctorate,Widowed,Husband,Female,<=50K
360-62-6535,67,HS-grad,Married-civ-spouse,Other-relative,Male,>50K
905-92-7517,55,7th-8th,Separated,Wife,Female,>50K
097-66-5847,25,Masters,Married-civ-spouse,Unmarried,Female,<=50K
319-44-1031,34,Prof-school,Never-married,Husband,Male,>50K
481-26-5355,30,Bachelors,Never-married,Not-in-family,Male,<=50K
973-06-5109,66,Masters,Married-spouse-absent,Other-relative,Male,<=50K
831-32-6780,17,10th,Never-married,Unmarried,Male,<=50K
713-26-7812,29,Masters,Widowed,Not-in-family,Female,<=50K
010-68-7960,24,Assoc-acdm,Married-civ-spouse,Unmarried,Female,<=50K
611-76-2898,84,12th,Divorced,Husband,Male,>50K
382-24-8156,60,Assoc-acdm,Married-AF-spouse,Not-in-family,Male,<=50K
410-71-8672,19,11th,Divorced,Other-relative,Male,>50K
908-99-8770,50,10th,Married-civ-spouse,Husband,Male,>50K
012-22-3587,46,Masters,Never-married,Wife,Male,<=50K
951-62-7763,77,1st-4th,Divorced,Not-in-family,Female,<=50K
864-98-7714,47,10th,Divorced,Unmarried,Female,<=50K
240-81-6953,52,1st-4th,Separated,Own-child,Female,>50K
018-08-9680,15,Masters,Never-married,Unmarried,Female,>50K
562-34-6436,61,HS-grad,Married-civ-spouse,Other-relative,Female,>50K
996-56-0195,4,7th-8th,Never-married,Wife,Male,>50K
997-45-0858,82,12th,Never-married,Other-relative,Female,<=50K
673-21-8672,35,Prof-school,Widowed,Own-child,Male,>50K
362-40-7862,31,1st-4th,Married-civ-spouse,Husband,Female,>50K
685-50-3684,32,Preschool,Married-AF-spouse,Own-child,Female,>50K
053-71-6216,5,Some-college,Separated,Wife,Female,<=50K
469-77-8869,93,Bachelors,Married-civ-spouse,Own-child,Female,>50K
704-48-4028,93,Prof-school,Married-spouse-absent,Wife,Male,<=50K
912-62-2849,78,Some-college,Married-civ-spouse,Wife,Male,<=50K
372-48-1572,36,7th-8th,Married-AF-spouse,Husband,Male,<=50K
241-89-1891,1,Doctorate,Separated,Wife,Male,>50K
164-46-5601,17,Assoc-acdm,Divorced,Other-relative,Female,<=50K
675-89-0662,72,Some-college,Married-civ-spouse,Own-child,Female,>50K
850-33-7836,24,5th-6th,Separated,Unmarried,Female,<=50K
280-43-6117,60,5th-6th,Divorced,Unmarried,Male,<=50K
541-43-1203,21,Bachelors,Divorced,Husband,Male,>50K
359-18-3046,24,5th-6th,Married-civ-spouse,Wife,Male,>50K
050-79-8525,52,Preschool,Never-married,Wife,Female,<=50K
811-30-2210,2,10th,Separated,Wife,Female,>50K
520-45-4544,74,Assoc-acdm,Never-married,Own-child,Male,>50K
595-51-5969,82,Masters,Separated,Not-in-family,Female,<=50K
617-69-0417,50,1st-4th,Widowed,Husband,Female,>50K
553-19-4102,95,Prof-school,Widowed,Husband,Female,>50K
832-09-4593,50,9th,Widowed,Unmarried,Female,>50K
935-31-9409,67,Assoc-acdm,Divorced,Not-in-family,Female,<=50K
501-68-9188,42,Assoc-voc,Separated,Unmarried,Female,>50K
193-36-6093,59,Masters,Married-AF-spouse,Not-in-family,Male,<=50K
890-72-4814,72,11th,Married-spouse-absent,Not-in-family,Male,<=50K
287-31-5724,45,HS-grad,Never-married,Wife,Female,>50K
398-37-2235,96,9th,Married-spouse-absent,Other-relative,Male,<=50K
193-02-8255,79,10th,Divorced,Wife,Female,<=50K
299-81-5724,80,Some-college,Married-AF-spouse,Wife,Female,<=50K
387-77-6412,7,Assoc-voc,Married-AF-spouse,Not-in-family,Female,<=50K
263-29-8525,95,Some-college,Divorced,Husband,Male,<=50K
346-71-3758,30,Prof-school,Divorced,Husband,Male,<=50K
511-33-2923,1,7th-8th,Married-spouse-absent,Not-in-family,Female,<=50K
108-04-6682,20,Doctorate,Separated,Not-in-family,Female,<=50K
640-38-6977,89,7th-8th,Married-spouse-absent,Other-relative,Male,>50K
937-96-0687,51,Masters,Separated,Not-in-family,Male,<=50K
169-65-6019,75,Assoc-acdm,Never-married,Own-child,Male,<=50K
609-33-6608,25,Prof-school,Married-AF-spouse,Own-child,Male,>50K
758-07-7394,42,1st-4th,Widowed,Husband,Male,>50K
302-05-7739,51,7th-8th,Widowed,Own-child,Male,>50K
604-29-9753,38,HS-grad,Separated,Wife,Female,>50K
734-82-8009,6,9th,Never-married,Own-child,Male,>50K
753-93-1203,22,HS-grad,Married-civ-spouse,Not-in-family,Female,>50K
797-57-3709,100,HS-grad,Never-married,Unmarried,Male,>50K
571-06-8795,33,Assoc-acdm,Married-AF-spouse,Not-in-family,Female,<=50K
577-79-4839,10,Masters,Married-spouse-absent,Not-in-family,Male,<=50K
270-94-5945,49,Assoc-acdm,Never-married,Wife,Female,<=50K
018-36-6093,35,1st-4th,Married-spouse-absent,Husband,Female,>50K
213-02-2112,58,Some-college,Married-spouse-absent,Not-in-family,Female,>50K
182-52-4569,59,1st-4th,Widowed,Not-in-family,Male,<=50K
024-57-0024,31,5th-6th,Widowed,Husband,Female,<=50K
749-32-4323,8,9th,Separated,Husband,Male,<=50K
967-22-9728,4,7th-8th,Married-AF-spouse,Own-child,Female,<=50K
305-03-6854,9,12th,Widowed,Own-child,Male,<=50K
290-57-1252,0,Preschool,Married-spouse-absent,Not-in-family,Female,<=50K
650-98-2800,86,Some-college,Never-married,Unmarried,Female,<=50K
984-30-5895,54,Prof-school,Separated,Husband,Female,>50K
368-18-1817,89,7th-8th,Married-civ-spouse,Other-relative,Male,>50K
952-91-7689,42,9th,Married-spouse-absent,Wife,Female,>50K
766-33-9065,38,Preschool,Divorced,Husband,Female,<=50K
009-12-1621,10,9th,Widowed,Other-relative,Female,<=50K
025-24-5700,93,Prof-school,Separated,Own-child,Male,<=50K
068-73-4643,45,Masters,Married-AF-spouse,Wife,Female,<=50K
158-87-5921,18,Assoc-voc,Separated,Unmarried,Female,<=50K
712-96-0687,21,Masters,Widowed,Wife,Female,>50K
510-96-4372,53,Preschool,Widowed,Own-child,Female,>50K
304-48-4029,10,HS-grad,Never-married,Own-child,Male,<=50K
183-13-8820,37,Prof-school,Widowed,Not-in-family,Female,>50K
054-66-8304,46,Masters,Divorced,Unmarried,Male,<=50K
770-02-4569,51,12th,Separated,Wife,Male,>50K
186-57-8623,5,Assoc-voc,Divorced,Husband,Female,>50K
385-59-5822,3,9th,Divorced,Own-child,Female,>50K
416-36-9778,53,Preschool,Never-married,Wife,Male,>50K
400-33-7837,90,Bachelors,Married-civ-spouse,Wife,Male,>50K
610-53-4397,68,Prof-school,Widowed,Own-child,Male,<=50K
424-78-5011,78,11th,Married-spouse-absent,Not-in-family,Female,>50K
616-58-4765,30,11th,Separated,Unmarried,Male,>50K
019-62-5307,66,7th-8th,Married-AF-spouse,Own-child,Female,>50K
375-06-1424,63,Bachelors,Separated,Unmarried,Male,<=50K
696-62-1620,89,11th,Married-AF-spouse,Own-child,Female,>50K
903-96-1915,86,9th,Separated,Not-in-family,Female,>50K
272-05-1596,59,12th,Never-married,Wife,Female,>50K
442-69-0417,5,9th,Married-spouse-absent,Other-relative,Male,>50K
182-80-0982,41,Doctorate,Married-AF-spouse,Own-child,Female,>50K
885-35-0121,81,Assoc-voc,Widowed,Unmarried,Male,>50K
115-72-4815,14,Assoc-acdm,Separated,Husband,Female,>50K
887-31-5723,90,5th-6th,Married-civ-spouse,Own-child,Female,<=50K
417-93-6117,47,10th,Widowed,Unmarried,Female,<=50K
850-03-0711,29,Assoc-voc,Married-spouse-absent,Wife,Male,<=50K
357-27-8869,77,12th,Separated,Unmarried,Female,>50K
921-09-9507,93,5th-6th,Never-married,Unmarried,Male,<=50K
360-50-3685,27,5th-6th,Divorced,Unmarried,Female,<=50K
517-53-6854,21,Masters,Never-married,Wife,Female,>50K
354-76-0441,38,9th,Married-civ-spouse,Unmarried,Male,>50K
843-18-1817,64,7th-8th,Divorced,Husband,Female,>50K
304-51-4741,51,7th-8th,Married-civ-spouse,Wife,Female,>50K
409-70-5159,42,12th,Divorced,Other-relative,Male,>50K
896-89-8033,55,Bachelors,Never-married,Unmarried,Male,>50K
520-82-3095,77,9th,Never-married,Other-relative,Female,<=50K
746-46-8058,83,7th-8th,Never-married,Unmarried,Male,>50K
061-67-0761,18,Assoc-acdm,Married-civ-spouse,Wife,Female,>50K
778-99-2628,98,Doctorate,Divorced,Own-child,Female,>50K
651-22-8500,92,Preschool,Separated,Own-child,Male,>50K
013-23-7100,56,10th,Widowed,Other-relative,Female,>50K
204-08-4766,32,5th-6th,Widowed,Other-relative,Male,<=50K
398-06-5110,31,7th-8th,Divorced,Wife,Female,>50K
414-31-2038,63,7th-8th,Divorced,Wife,Male,<=50K
483-41-5232,3,12th,Widowed,Own-child,Male,>50K
961-79-3610,12,Some-college,Divorced,Other-relative,Male,>50K
329-66-8304,54,HS-grad,Widowed,Husband,Male,<=50K
702-88-6977,9,9th,Married-civ-spouse,Other-relative,Male,>50K
751-38-2063,55,Prof-school,Divorced,Other-relative,Female,<=50K
182-27-8869,30,Preschool,Separated,Unmarried,Female,<=50K
435-50-3685,44,Assoc-voc,Widowed,Unmarried,Female,<=50K
611-79-3611,14,Assoc-acdm,Widowed,Wife,Female,<=50K
784-82-8009,100,9th,Separated,Unmarried,Male,>50K
310-62-6535,1,Masters,Widowed,Wife,Female,>50K
628-47-0515,68,Masters,Married-spouse-absent,Wife,Male,<=50K
086-05-6510,28,Prof-school,Separated,Wife,Female,>50K
975-36-8549,15,Doctorate,Separated,Husband,Male,<=50K
902-36-4863,74,Some-college,Never-married,Own-child,Male,<=50K
185-25-7985,21,Some-college,Separated,Unmarried,Female,<=50K
851-62-7763,26,Assoc-voc,Divorced,Own-child,Female,>50K
431-05-0368,97,10th,Married-spouse-absent,Husband,Male,<=50K
294-01-1056,98,Assoc-voc,Separated,Not-in-family,Male,>50K
174-78-5012,75,Assoc-acdm,Married-spouse-absent,Unmarried,Female,<=50K
835-01-2284,99,Assoc-voc,Married-civ-spouse,Own-child,Female,<=50K
293-82-6781,47,5th-6th,Married-civ-spouse,Not-in-family,Male,>50K
663-42-1375,81,Some-college,Divorced,Not-in-family,Male,<=50K
966-67-6903,70,Assoc-acdm,Married-AF-spouse,Wife,Male,<=50K
979-17-6903,16,Preschool,Separated,Own-child,Male,>50K
768-70-3930,51,Some-college,Married-AF-spouse,Wife,Male,>50K
091-64-6191,0,7th-8th,Married-AF-spouse,Other-relative,Male,<=50K
315-47-9115,8,Prof-school,Married-AF-spouse,Own-child,Male,<=50K
