ssn,age,education,marital-status,relationship,sex,income
736-24-0785,,Some-college,Married-civ-spouse,Husband,Male,>50K
452-61-0564,,,,Not-in-family,Female,
998-37-2234,20.0,,,Own-child,,<=50K
529-63-7591,43.0,,Married-civ-spouse,Husband,,>50K
248-71-0073,30.0,,Married-civ-spouse,,Male,
145-51-5970,33.0,Some-college,Married-civ-spouse,Husband,Male,>50K
477-97-9115,43.0,HS-grad,,Unmarried,,>50K
361-57-8623,39.0,Bachelors,,Husband,,<=50K
755-65-1104,37.0,HS-grad,,Husband,,>50K
790-29-4839,87.0,,Married-civ-spouse,Husband,Male,
429-91-4004,,,,Husband,Male,
124-63-1449,20.0,,,Own-child,,
739-89-5576,35.0,Some-college,Never-married,Not-in-family,Male,<=50K
002-02-7027,21.0,Some-college,Never-married,Unmarried,,<=50K
589-21-9901,22.0,HS-grad,Widowed,Not-in-family,,<=50K
235-53-4397,44.0,,Married-civ-spouse,Husband,,
054-72-9729,,,Divorced,,Female,
605-52-8254,50.0,,Never-married,Not-in-family,Male,<=50K
376-04-4225,28.0,HS-grad,Widowed,,Female,
977-18-0588,27.0,,Married-civ-spouse,Husband,Male,>50K
163-78-9926,42.0,,Married-civ-spouse,Husband,Male,<=50K
183-66-0933,71.0,Some-college,Never-married,,Male,<=50K
405-46-6830,,10th,Never-married,Own-child,Female,<=50K
479-97-5429,53.0,Bachelors,Divorced,Not-in-family,,<=50K
393-15-1105,43.0,,Divorced,,Male,<=50K
628-22-4815,34.0,,Divorced,Unmarried,Female,<=50K
462-89-9262,61.0,,Never-married,Not-in-family,,
729-88-3291,45.0,Bachelors,Never-married,Own-child,Male,<=50K
030-19-0417,21.0,Some-college,Never-married,Other-relative,Female,<=50K
470-76-1670,33.0,HS-grad,Married-civ-spouse,Wife,,<=50K
954-76-0441,56.0,Bachelors,Married-civ-spouse,Husband,Male,
587-13-1449,51.0,Assoc-acdm,Never-married,Not-in-family,Female,
913-23-7099,30.0,,,,Female,
505-62-0392,43.0,,Separated,Not-in-family,,
712-92-9974,28.0,Some-college,Never-married,,,<=50K
063-97-4201,40.0,HS-grad,Divorced,Not-in-family,Female,<=50K
852-39-5576,38.0,Bachelors,Never-married,Own-child,Male,<=50K
644-71-7444,34.0,HS-grad,Divorced,Not-in-family,,
939-74-2013,34.0,,Widowed,Not-in-family,Female,<=50K
406-94-1031,,Some-college,Married-civ-spouse,Husband,,<=50K
576-56-6338,30.0,10th,Married-civ-spouse,Husband,Male,<=50K
954-42-2603,36.0,Bachelors,Never-married,Not-in-family,Male,<=50K
670-45-4544,37.0,,Never-married,Not-in-family,,<=50K
835-50-3684,29.0,HS-grad,Never-married,Not-in-family,Male,
695-36-2407,47.0,11th,,Not-in-family,,
018-45-8230,27.0,Some-college,Never-married,Own-child,Male,
814-46-5601,,,,,Female,<=50K
069-13-3906,24.0,HS-grad,,Own-child,Male,<=50K
082-86-2407,32.0,Some-college,,Not-in-family,,
095-45-4545,46.0,HS-grad,Married-civ-spouse,Other-relative,,
155-00-6142,33.0,Bachelors,Never-married,,,<=50K
110-01-2284,35.0,Some-college,,Unmarried,Female,<=50K
882-58-5994,,,Married-civ-spouse,Husband,Male,<=50K
677-36-4864,35.0,11th,Married-spouse-absent,Not-in-family,,
423-83-2923,34.0,Bachelors,,Not-in-family,Male,<=50K
109-30-5896,30.0,Some-college,Never-married,Not-in-family,,<=50K
981-51-1055,60.0,HS-grad,Divorced,Not-in-family,,
537-59-2137,48.0,,Never-married,,Female,<=50K
817-72-1129,31.0,Some-college,Married-civ-spouse,,Male,
189-71-1302,25.0,Bachelors,Never-married,,Male,>50K
794-22-6043,23.0,,Never-married,Own-child,,
029-48-4029,56.0,HS-grad,Married-civ-spouse,,,<=50K
090-26-4127,26.0,11th,Never-married,Not-in-family,Male,<=50K
985-71-8672,38.0,,Never-married,Not-in-family,Female,<=50K
130-52-8255,34.0,HS-grad,Married-civ-spouse,Husband,Male,
168-27-3955,32.0,Bachelors,Widowed,Unmarried,Male,
280-15-9704,32.0,11th,Divorced,,,<=50K
266-21-6215,22.0,,Never-married,Not-in-family,Male,<=50K
194-16-4618,17.0,Some-college,Married-civ-spouse,,Male,<=50K
960-93-3659,34.0,,Married-civ-spouse,,,>50K
024-99-9999,45.0,Assoc-voc,Married-civ-spouse,,Male,
861-17-9360,28.0,Assoc-acdm,Never-married,Own-child,Male,<=50K
989-98-7713,,HS-grad,,Not-in-family,Female,<=50K
122-97-2972,41.0,,Married-civ-spouse,Husband,Male,
991-86-1178,32.0,,Married-civ-spouse,,,<=50K
920-66-9532,33.0,HS-grad,Married-civ-spouse,,,<=50K
555-49-7542,26.0,HS-grad,Married-civ-spouse,,,>50K
895-45-4544,22.0,Assoc-acdm,,Own-child,Male,<=50K
923-58-7222,30.0,Bachelors,Never-married,Not-in-family,Male,<=50K
777-36-4864,,Some-college,Never-married,,Female,
327-51-8427,42.0,Assoc-acdm,Married-civ-spouse,Wife,,<=50K
325-58-3537,,Bachelors,Married-civ-spouse,Husband,,
777-76-4126,33.0,Some-college,Never-married,Unmarried,,<=50K
369-68-6731,38.0,,,Husband,Male,
577-08-8451,71.0,Bachelors,Divorced,Not-in-family,,
044-07-2481,,10th,Widowed,Unmarried,Female,
210-68-7960,20.0,10th,,,Female,
614-58-8451,,HS-grad,,Not-in-family,Male,<=50K
132-09-4594,56.0,Some-college,,Not-in-family,Female,
936-73-2185,32.0,,Married-civ-spouse,Wife,Female,>50K
954-05-4053,44.0,Bachelors,Married-civ-spouse,Husband,,<=50K
157-73-9557,38.0,HS-grad,,Not-in-family,Male,>50K
761-94-7173,49.0,Some-college,Divorced,,,<=50K
196-59-0908,34.0,Some-college,Married-civ-spouse,Husband,,>50K
759-12-1620,45.0,HS-grad,,Wife,,
249-72-3586,,,Married-civ-spouse,Husband,Male,
107-98-5257,19.0,Some-college,Never-married,Own-child,Female,<=50K
607-27-8869,39.0,Some-college,,Husband,,<=50K
067-56-7567,29.0,,Married-civ-spouse,Husband,,<=50K
447-29-7296,20.0,12th,Never-married,Own-child,Male,<=50K
577-73-3414,46.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
770-97-6657,20.0,HS-grad,Married-civ-spouse,,Female,<=50K
450-64-4962,29.0,Some-college,,Own-child,,<=50K
066-73-8329,41.0,HS-grad,Separated,Not-in-family,Male,
341-86-1179,52.0,,Never-married,Not-in-family,,
085-62-6535,24.0,Bachelors,Married-civ-spouse,Husband,,
222-88-0835,24.0,,Never-married,Own-child,Female,
579-63-7591,26.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
357-03-3169,34.0,Bachelors,Married-civ-spouse,Husband,,
813-35-9950,67.0,Some-college,Married-civ-spouse,Husband,,>50K
414-00-4913,30.0,Some-college,,Not-in-family,,>50K
624-57-0023,32.0,Some-college,Married-civ-spouse,Husband,,
493-39-6805,45.0,HS-grad,Never-married,,,
722-85-0122,18.0,Some-college,,Own-child,,<=50K
697-11-3021,28.0,HS-grad,Married-civ-spouse,Husband,,
968-73-4642,33.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
355-62-0392,58.0,Bachelors,Never-married,Not-in-family,,
568-98-0343,37.0,,Married-civ-spouse,Husband,Male,<=50K
218-36-6093,53.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
225-46-0687,28.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
928-25-5527,,Some-college,,,Male,
832-89-3119,31.0,HS-grad,Separated,Unmarried,Male,<=50K
356-44-9631,40.0,HS-grad,Divorced,,Female,<=50K
210-87-2235,56.0,Bachelors,Married-civ-spouse,,Male,<=50K
666-92-2603,23.0,Assoc-acdm,,,Male,<=50K
363-02-2112,23.0,,Married-spouse-absent,,Female,
716-09-3365,51.0,Masters,Married-civ-spouse,Husband,Male,>50K
101-44-3488,62.0,Prof-school,Married-civ-spouse,,Male,<=50K
261-30-2211,19.0,HS-grad,,Own-child,Male,
192-87-4692,54.0,HS-grad,Never-married,,Male,
632-86-2407,19.0,Some-college,Divorced,Own-child,Female,
808-13-8819,34.0,,Married-civ-spouse,Husband,,
242-38-3292,54.0,HS-grad,Never-married,,Male,<=50K
244-93-2432,,Some-college,Never-married,Not-in-family,Female,<=50K
462-65-3562,,Some-college,Never-married,Not-in-family,,<=50K
818-39-6805,42.0,Bachelors,Never-married,,Female,
530-31-3267,51.0,Masters,Widowed,Unmarried,Female,
363-85-1350,,HS-grad,Married-AF-spouse,,Female,
754-20-7615,58.0,,Married-civ-spouse,,Male,<=50K
917-65-9704,17.0,HS-grad,,Own-child,,<=50K
942-44-4716,41.0,,,,,
073-74-0786,32.0,,Widowed,Not-in-family,Female,
393-61-1793,49.0,Masters,,Not-in-family,,<=50K
791-58-4765,42.0,Some-college,,Husband,Male,<=50K
533-20-0245,40.0,,,Husband,,>50K
374-01-7198,73.0,,Divorced,Not-in-family,Female,
977-61-0564,65.0,HS-grad,,,Male,
925-70-6387,28.0,HS-grad,,Wife,Female,<=50K
774-69-2873,27.0,HS-grad,,Not-in-family,,
873-92-5060,38.0,Some-college,Married-civ-spouse,,Male,>50K
324-23-2186,49.0,HS-grad,Married-civ-spouse,Husband,,>50K
610-74-9385,,,Married-civ-spouse,Husband,Male,
573-46-4372,20.0,,Separated,,Female,<=50K
499-75-4299,38.0,Masters,,Husband,,<=50K
665-17-1989,27.0,,,,,
394-62-5306,27.0,HS-grad,,Own-child,,<=50K
012-74-5700,,HS-grad,Never-married,Other-relative,Male,<=50K
886-60-9335,38.0,,Married-civ-spouse,Husband,,>50K
717-59-8279,29.0,,Married-civ-spouse,Husband,,
080-06-7567,35.0,,Married-civ-spouse,Husband,Male,<=50K
336-02-5798,51.0,Prof-school,Never-married,Not-in-family,,<=50K
267-59-8279,44.0,,Divorced,Not-in-family,Male,
634-49-0171,46.0,Bachelors,,Not-in-family,Male,<=50K
787-96-0687,41.0,HS-grad,,,,<=50K
657-64-7419,31.0,,Divorced,Not-in-family,,
247-63-5134,41.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
193-05-8967,38.0,Bachelors,Never-married,,,
528-19-4102,41.0,Some-college,Divorced,Unmarried,Male,<=50K
595-30-0982,23.0,Some-college,,Own-child,,
207-95-4545,,,Married-civ-spouse,,,
857-98-5257,72.0,Some-college,Married-civ-spouse,Husband,,
019-34-8894,37.0,Bachelors,,Wife,,
025-64-4963,52.0,Masters,Married-civ-spouse,,Male,
747-54-2996,34.0,HS-grad,Married-civ-spouse,,Male,
168-48-8943,55.0,HS-grad,,Husband,Male,
001-56-6339,25.0,Bachelors,Never-married,,,>50K
241-98-4029,33.0,HS-grad,Never-married,,,>50K
312-10-0736,18.0,11th,Never-married,Own-child,Female,<=50K
006-97-1744,49.0,HS-grad,Never-married,Not-in-family,Male,
060-50-3685,20.0,HS-grad,Never-married,Own-child,Male,<=50K
807-67-8131,,11th,Divorced,Unmarried,Male,>50K
888-72-8500,32.0,HS-grad,Married-civ-spouse,,Male,
918-18-1817,44.0,HS-grad,Married-civ-spouse,,Male,<=50K
014-80-3439,55.0,Prof-school,Married-civ-spouse,Husband,Male,
204-60-6879,26.0,,,,Male,<=50K
381-60-3193,26.0,,Married-civ-spouse,Husband,,>50K
869-04-1768,53.0,Some-college,,,Male,<=50K
365-26-4127,53.0,Bachelors,Never-married,,,
855-68-1817,29.0,,Separated,,Female,<=50K
818-82-6780,18.0,,,,,
442-29-1154,34.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
617-16-8304,49.0,,Divorced,Not-in-family,,<=50K
877-05-7738,33.0,Bachelors,Never-married,,Male,>50K
997-72-7271,37.0,,Never-married,Unmarried,,<=50K
202-76-4127,67.0,7th-8th,Married-civ-spouse,Husband,Male,
618-91-8918,49.0,,Never-married,Unmarried,,<=50K
945-36-2406,30.0,10th,Widowed,,,
789-49-6313,64.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
920-82-3094,22.0,Bachelors,,,,
461-67-0761,,,Divorced,,Female,<=50K
837-22-3586,31.0,,Never-married,Unmarried,,
033-44-5945,31.0,,Married-civ-spouse,Husband,Male,>50K
810-96-4372,30.0,,Never-married,Own-child,,
663-57-4937,32.0,Some-college,Married-civ-spouse,Husband,Male,
550-76-7812,17.0,10th,Married-spouse-absent,Not-in-family,Female,
194-25-6756,30.0,,Married-civ-spouse,Husband,Male,>50K
995-39-3119,43.0,,Married-civ-spouse,Husband,,<=50K
321-31-4495,,Masters,Married-civ-spouse,,Male,
646-86-7321,26.0,Some-college,Separated,Unmarried,Female,
101-71-9901,78.0,HS-grad,Married-civ-spouse,Husband,,>50K
571-80-5896,37.0,Assoc-voc,Married-civ-spouse,Wife,Female,>50K
396-09-9508,38.0,,Married-civ-spouse,Wife,Female,<=50K
498-37-2235,31.0,HS-grad,,,Male,<=50K
846-03-8082,39.0,Some-college,Married-civ-spouse,Wife,Female,<=50K
443-79-6068,36.0,HS-grad,Married-civ-spouse,Husband,,<=50K
558-01-5969,40.0,,,Not-in-family,,
111-24-0786,38.0,,,Husband,Male,>50K
212-77-6412,72.0,,Married-civ-spouse,Husband,,<=50K
618-08-9679,,,Married-civ-spouse,Husband,,
754-14-6190,30.0,,Never-married,Own-child,Female,<=50K
044-80-9582,,,Married-civ-spouse,,Male,
502-97-9114,22.0,HS-grad,Never-married,Not-in-family,,
411-57-8623,44.0,,Married-civ-spouse,Husband,Male,
341-27-7640,27.0,9th,Married-civ-spouse,Husband,Male,>50K
477-48-7714,20.0,Some-college,,Own-child,Male,
657-70-8844,,,Never-married,Own-child,Female,
129-14-6191,46.0,HS-grad,Married-civ-spouse,Husband,,
822-42-0146,29.0,10th,Married-civ-spouse,Husband,Male,
389-92-6289,44.0,Bachelors,Married-civ-spouse,Husband,,>50K
317-87-4692,,7th-8th,Never-married,Own-child,Male,<=50K
674-66-2161,41.0,,Married-civ-spouse,Husband,Male,>50K
803-59-3365,19.0,HS-grad,Divorced,Own-child,Male,
900-79-8524,46.0,HS-grad,,Husband,Male,<=50K
397-60-4422,31.0,Bachelors,,Husband,,<=50K
385-16-5847,18.0,Some-college,Never-married,Own-child,,<=50K
641-92-2603,23.0,HS-grad,Never-married,Other-relative,,
806-23-4642,21.0,Some-college,Never-married,Own-child,Male,<=50K
216-89-1891,47.0,7th-8th,Married-civ-spouse,Husband,Male,>50K
608-16-9532,37.0,HS-grad,Married-civ-spouse,,Female,>50K
209-36-7321,30.0,HS-grad,Never-married,,Male,>50K
571-40-6633,40.0,,Married-spouse-absent,Unmarried,Female,
191-61-5478,,HS-grad,Married-civ-spouse,Husband,,
100-61-4250,34.0,HS-grad,Separated,Unmarried,,>50K
298-03-4397,56.0,,Married-civ-spouse,Husband,,
387-16-2161,19.0,9th,,Own-child,Male,<=50K
777-21-1301,37.0,Assoc-voc,,Husband,Male,
428-00-9827,18.0,,Never-married,,Female,<=50K
994-16-4618,66.0,10th,Divorced,,,<=50K
900-73-7099,44.0,12th,Married-civ-spouse,Wife,,>50K
986-85-5035,20.0,HS-grad,Divorced,,,
938-75-9212,32.0,5th-6th,Never-married,Not-in-family,Female,<=50K
382-12-5306,18.0,HS-grad,Married-civ-spouse,,Male,
507-06-3881,32.0,HS-grad,Never-married,Not-in-family,Male,<=50K
724-38-5748,43.0,Assoc-acdm,,,Female,
895-48-5257,35.0,Bachelors,Married-civ-spouse,,,
920-51-5969,39.0,Masters,Married-civ-spouse,Husband,Male,
222-60-4422,41.0,,Never-married,Own-child,Male,<=50K
430-06-7567,32.0,,Divorced,,Male,<=50K
055-34-3980,32.0,Some-college,Never-married,,Male,<=50K
851-19-7787,,,Married-civ-spouse,Husband,Male,<=50K
607-83-1694,24.0,10th,Divorced,,Female,
941-86-1178,30.0,,Never-married,,Female,<=50K
426-53-5626,47.0,,,Own-child,,
815-50-9827,,Bachelors,Divorced,,Male,
516-89-1891,24.0,HS-grad,Divorced,Not-in-family,,
712-28-5011,36.0,,,Husband,Male,<=50K
477-11-9164,19.0,Some-college,Never-married,,Male,<=50K
839-74-2013,34.0,HS-grad,Never-married,,Male,<=50K
268-48-8943,35.0,Some-college,Divorced,Unmarried,Female,<=50K
572-94-2259,20.0,Some-college,Never-married,Own-child,Male,<=50K
050-15-3562,29.0,HS-grad,,Husband,,
572-63-5134,,,Married-civ-spouse,Wife,,
684-27-5183,,Some-college,Married-civ-spouse,Husband,Male,>50K
119-41-0319,49.0,10th,Married-civ-spouse,Husband,,
900-12-2849,,,Never-married,,Female,<=50K
832-77-0269,41.0,HS-grad,Divorced,,,<=50K
173-83-2923,25.0,,Never-married,Not-in-family,,
436-64-0048,18.0,,,Own-child,Male,<=50K
021-92-8746,29.0,HS-grad,Never-married,Own-child,Male,<=50K
526-41-2775,36.0,Some-college,Divorced,Unmarried,,
268-27-3955,41.0,,Married-civ-spouse,Husband,,>50K
744-13-3905,23.0,Some-college,,Not-in-family,Male,
112-31-5724,,HS-grad,Married-civ-spouse,Husband,Male,
761-67-0760,,,,Own-child,,<=50K
186-76-2899,71.0,HS-grad,Married-civ-spouse,Husband,Male,
956-20-3930,41.0,,Divorced,Other-relative,,<=50K
564-55-7738,22.0,11th,,,Male,<=50K
181-60-3193,43.0,Assoc-voc,Married-civ-spouse,,,<=50K
569-87-1006,,Some-college,Never-married,,,
748-09-5822,33.0,Bachelors,,Husband,,
315-60-1965,57.0,HS-grad,,Not-in-family,,<=50K
046-65-2334,34.0,HS-grad,Never-married,,,<=50K
583-84-5208,51.0,Bachelors,Married-civ-spouse,,Male,<=50K
523-61-7935,50.0,,Divorced,Unmarried,Female,
983-81-4495,61.0,,Never-married,,Male,<=50K
624-41-6461,17.0,10th,Never-married,Own-child,Female,<=50K
714-21-9901,32.0,HS-grad,Never-married,Not-in-family,Male,
007-40-1719,26.0,Some-college,,Own-child,,
131-32-6781,37.0,HS-grad,,Husband,,>50K
470-36-2407,22.0,Some-college,Never-married,Own-child,,<=50K
097-29-7297,,Prof-school,Married-civ-spouse,Husband,Male,
051-28-9926,60.0,,Married-civ-spouse,Husband,Male,>50K
594-44-1031,59.0,Masters,Never-married,Own-child,Female,<=50K
264-86-4864,39.0,Some-college,Married-civ-spouse,Husband,,<=50K
178-40-9090,19.0,11th,Married-civ-spouse,,Male,<=50K
977-73-3414,29.0,,,Husband,Male,>50K
302-79-4839,31.0,,Never-married,Own-child,Female,
650-76-7812,17.0,Some-college,Divorced,Other-relative,Female,<=50K
750-42-9974,36.0,,,Husband,Male,
420-97-6658,33.0,,Married-civ-spouse,Husband,Male,<=50K
783-16-9532,41.0,HS-grad,Married-civ-spouse,,Male,<=50K
605-74-3242,27.0,HS-grad,Married-AF-spouse,Wife,,>50K
957-46-3144,27.0,Some-college,Never-married,Not-in-family,Male,<=50K
151-07-4938,52.0,Masters,Married-civ-spouse,,,
386-67-0761,22.0,,Never-married,Unmarried,Female,<=50K
957-98-5257,28.0,Bachelors,,Husband,Male,<=50K
798-80-2210,,,Widowed,Not-in-family,,
502-70-2702,52.0,,,Not-in-family,,<=50K
251-22-8500,74.0,11th,Never-married,,Female,
801-53-5625,39.0,HS-grad,Married-civ-spouse,Husband,Male,
065-97-0515,54.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
561-67-0761,,,Married-civ-spouse,Husband,,>50K
834-92-0146,47.0,HS-grad,Never-married,Unmarried,Female,<=50K
670-05-5281,49.0,,Married-civ-spouse,Husband,,
229-88-3292,70.0,Prof-school,,,Male,<=50K
331-66-4618,21.0,,Never-married,Own-child,Male,<=50K
721-80-5896,28.0,,Married-civ-spouse,,,>50K
940-93-9802,,Bachelors,Married-civ-spouse,Husband,Male,>50K
458-75-3070,72.0,11th,,Not-in-family,Female,
749-20-1473,25.0,Bachelors,Never-married,Own-child,Female,
165-78-6240,30.0,HS-grad,Divorced,Not-in-family,,<=50K
563-69-7788,43.0,,,,Male,
873-46-4372,36.0,Assoc-voc,Married-civ-spouse,,Male,>50K
144-47-1744,33.0,Masters,Never-married,Unmarried,Female,
797-97-2972,,,Never-married,,Female,
156-54-1768,,,Never-married,Own-child,Male,<=50K
309-24-4471,39.0,Masters,Divorced,,Male,<=50K
879-20-7615,50.0,Some-college,Married-civ-spouse,Husband,,<=50K
910-47-2972,,Some-college,,Husband,Male,>50K
754-36-1178,35.0,,Married-civ-spouse,Husband,,
213-02-2112,42.0,HS-grad,,Husband,Male,<=50K
010-56-5110,17.0,Some-college,Never-married,Own-child,Female,
759-36-7321,48.0,HS-grad,Never-married,,Male,<=50K
134-88-9434,46.0,,Divorced,,Female,
588-63-6363,36.0,Masters,Married-civ-spouse,Husband,Male,>50K
803-16-3389,17.0,12th,,Not-in-family,,>50K
671-56-0195,67.0,,Divorced,,,
372-69-6559,87.0,Prof-school,Married-civ-spouse,Husband,Male,>50K
378-80-8353,58.0,HS-grad,Separated,Not-in-family,Male,
334-36-7321,31.0,11th,,Not-in-family,Male,<=50K
494-07-2481,31.0,5th-6th,,Unmarried,,
126-65-8476,18.0,10th,Separated,Unmarried,Female,<=50K
429-69-9016,18.0,11th,Never-married,Own-child,Female,
929-63-7591,44.0,,Married-spouse-absent,Not-in-family,Female,<=50K
769-62-5306,35.0,,Divorced,,,>50K
840-66-3389,41.0,HS-grad,,,Male,
125-98-2800,28.0,10th,Divorced,Unmarried,,<=50K
999-32-4323,45.0,Masters,Married-civ-spouse,Husband,Male,>50K
152-30-3439,30.0,HS-grad,Married-civ-spouse,Husband,Male,
178-31-6953,21.0,HS-grad,Never-married,,,<=50K
667-53-6854,,Masters,Married-civ-spouse,Husband,Male,>50K
322-29-7296,,,Never-married,,Male,<=50K
448-40-2947,26.0,Some-college,Never-married,Not-in-family,Female,
859-21-3758,39.0,Some-college,Married-civ-spouse,,Male,
176-59-7051,45.0,,Married-civ-spouse,Wife,Female,>50K
949-69-2873,52.0,Bachelors,Married-civ-spouse,Husband,,
354-63-7591,51.0,,Married-civ-spouse,Husband,Male,<=50K
282-34-0294,52.0,7th-8th,Never-married,,Female,
602-51-8426,20.0,,Married-civ-spouse,,,<=50K
798-71-0072,56.0,Bachelors,Never-married,Not-in-family,Female,<=50K
078-93-1203,51.0,Some-college,Married-civ-spouse,Wife,,<=50K
497-91-1547,39.0,Some-college,Never-married,Not-in-family,Male,
746-86-7321,61.0,1st-4th,,Not-in-family,Female,<=50K
435-87-2235,42.0,Assoc-acdm,Widowed,Not-in-family,Female,<=50K
953-68-5502,35.0,Bachelors,Never-married,Not-in-family,,
461-76-2898,46.0,Some-college,,Husband,Male,
610-10-4421,44.0,Some-college,Divorced,Unmarried,,<=50K
966-12-4077,74.0,1st-4th,Married-civ-spouse,Husband,Male,
717-62-8991,69.0,Masters,Married-civ-spouse,Husband,Male,
648-31-0810,35.0,Some-college,,Own-child,Female,
705-86-6092,45.0,,Married-civ-spouse,Husband,,
954-20-7615,,,Never-married,,,
507-61-6707,40.0,,Married-civ-spouse,,Male,>50K
626-41-2775,22.0,Some-college,Never-married,Own-child,Female,
838-32-9237,,Some-college,Never-married,Own-child,Female,<=50K
999-99-9999,41.0,,Divorced,,Male,<=50K
276-04-4225,58.0,Bachelors,Married-civ-spouse,Husband,Male,
719-50-2456,35.0,,Never-married,Not-in-family,Male,
553-77-7640,60.0,,Separated,Unmarried,Female,<=50K
140-81-6953,23.0,Some-college,Never-married,,Female,
348-77-1498,61.0,,Married-civ-spouse,Husband,Male,<=50K
663-39-0662,,Some-college,Divorced,,Female,<=50K
240-63-2677,44.0,HS-grad,,Not-in-family,Female,<=50K
148-74-0786,20.0,Assoc-voc,Never-married,Own-child,Male,
300-95-2088,50.0,9th,,,Female,
198-31-0810,51.0,Bachelors,Married-civ-spouse,Husband,Male,
503-90-0490,36.0,,Married-civ-spouse,Husband,Male,<=50K
469-19-5331,31.0,,Married-civ-spouse,Husband,Male,>50K
921-16-0932,20.0,,Never-married,Own-child,Male,<=50K
439-77-2726,56.0,HS-grad,Never-married,Not-in-family,Female,<=50K
935-78-0097,49.0,Masters,Married-civ-spouse,Husband,Male,<=50K
255-00-6142,35.0,,,Husband,Male,<=50K
405-40-5405,,Assoc-acdm,Never-married,Own-child,,<=50K
247-57-3709,53.0,,Married-civ-spouse,Husband,,
642-10-6878,44.0,,,Husband,Male,>50K
645-30-0982,44.0,,Never-married,Not-in-family,Male,
296-83-6609,23.0,,Never-married,Not-in-family,,>50K
402-02-7026,22.0,Some-college,,Not-in-family,Female,
227-45-7002,36.0,7th-8th,,Husband,Male,
255-06-7567,27.0,Some-college,Divorced,Unmarried,Female,
546-74-4471,17.0,HS-grad,Divorced,Not-in-family,Male,<=50K
379-11-5478,23.0,,,Not-in-family,Female,
168-55-0368,,Some-college,Married-civ-spouse,Husband,Male,
811-30-2210,35.0,Assoc-voc,Married-civ-spouse,Husband,,
669-80-9581,33.0,HS-grad,Married-civ-spouse,Husband,,<=50K
297-69-6559,57.0,Masters,Never-married,Not-in-family,Male,<=50K
119-34-8894,32.0,,Married-civ-spouse,Husband,Male,>50K
498-67-9360,48.0,HS-grad,Divorced,,,
325-49-1400,55.0,,Married-civ-spouse,Husband,,<=50K
792-72-1129,28.0,Some-college,Separated,,,>50K
460-68-7960,22.0,HS-grad,Never-married,Own-child,,
647-97-2972,45.0,,,Husband,Male,
002-76-4127,42.0,Some-college,Married-civ-spouse,Husband,,
113-42-1375,28.0,,,Not-in-family,,
011-02-5798,48.0,,Married-civ-spouse,Husband,Male,
924-29-3610,,,Married-civ-spouse,,Male,<=50K
584-79-7296,35.0,Prof-school,Never-married,Not-in-family,,<=50K
413-82-0638,28.0,Some-college,Divorced,Not-in-family,,
495-11-6707,29.0,HS-grad,,Husband,,>50K
031-91-0319,,Masters,,Husband,Male,
502-24-2014,22.0,HS-grad,,Husband,Male,>50K
385-62-6535,17.0,HS-grad,Never-married,,,
310-10-4422,67.0,Some-college,,,Male,
972-60-4421,42.0,Bachelors,Married-civ-spouse,Husband,Male,
451-75-0613,46.0,,Married-civ-spouse,Husband,,
453-22-4815,31.0,,Married-civ-spouse,Husband,,<=50K
664-64-9876,30.0,,Married-civ-spouse,,Male,
013-69-7788,40.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
242-32-1867,,,Never-married,Own-child,Male,
994-53-3168,45.0,Masters,,,Female,<=50K
513-97-4200,,,,Unmarried,,
898-86-3635,67.0,Doctorate,Married-civ-spouse,Husband,Male,
560-96-4372,18.0,HS-grad,Married-civ-spouse,,Male,
785-44-2259,20.0,,Never-married,Own-child,Female,
949-26-2898,31.0,,Separated,Unmarried,Female,
342-81-3267,20.0,Some-college,Never-married,Own-child,,
399-20-1473,,,Married-civ-spouse,Husband,Male,>50K
471-22-2358,67.0,,Married-civ-spouse,Husband,Male,
099-10-9336,21.0,Some-college,Never-married,Own-child,Female,
230-86-6093,41.0,,Widowed,,Female,
035-68-7960,36.0,Some-college,Separated,Not-in-family,,<=50K
245-33-1695,19.0,,Never-married,Own-child,Male,<=50K
704-20-7616,25.0,,Married-civ-spouse,Husband,,
590-72-4815,52.0,Some-college,Widowed,Unmarried,Female,
768-02-8254,34.0,Bachelors,Never-married,Unmarried,Male,<=50K
765-20-2701,34.0,,Married-civ-spouse,Husband,,<=50K
701-28-9925,45.0,,Never-married,Not-in-family,Male,
189-68-0589,62.0,,Never-married,Not-in-family,Male,<=50K
836-24-0785,21.0,,Never-married,,,
763-02-2112,34.0,Some-college,Never-married,Not-in-family,Female,
911-24-0785,40.0,,Married-civ-spouse,Wife,,
225-79-8525,34.0,,Widowed,Not-in-family,,
391-33-9065,46.0,Some-college,Never-married,Not-in-family,Female,<=50K
809-24-4470,25.0,HS-grad,Married-civ-spouse,Wife,,
121-74-4471,44.0,,Married-civ-spouse,,,>50K
051-87-3464,54.0,Masters,Married-civ-spouse,,Male,
