ssn,age,education,marital-status,relationship,sex,income
145-72-0340,30,Some-college,Divorced,Not-in-family,,
317-58-3112,40,,Married-civ-spouse,Husband,,
919-34-5101,27,Some-college,,Not-in-family,Male,
472-45-8821,49,Assoc-voc,Divorced,Unmarried,Female,<=50K
826-97-9630,30,HS-grad,Never-married,,Male,
876-54-0933,22,HS-grad,Never-married,Not-in-family,Female,<=50K
535-85-7447,19,HS-grad,Married-civ-spouse,,Male,<=50K
494-53-3926,46,HS-grad,,Husband,Male,
930-03-2683,51,HS-grad,Married-civ-spouse,Husband,Male,<=50K
506-75-5997,56,7th-8th,Widowed,Unmarried,Female,
223-87-1597,53,Some-college,Widowed,,Female,<=50K
317-90-6162,60,Assoc-voc,Widowed,Not-in-family,,<=50K
253-45-7623,27,Bachelors,Never-married,,Female,<=50K
137-61-7161,46,,Never-married,,,<=50K
376-64-7479,37,,Married-civ-spouse,Husband,Male,
983-01-2936,41,,Married-civ-spouse,Husband,Male,<=50K
344-07-3238,65,,Married-civ-spouse,Husband,,
325-74-0132,30,Some-college,Married-civ-spouse,Wife,Female,
353-71-0906,57,HS-grad,Married-civ-spouse,Husband,Male,<=50K
737-84-4661,44,Some-college,Married-civ-spouse,Husband,Male,<=50K
575-08-1140,32,HS-grad,Married-civ-spouse,Husband,Male,<=50K
183-46-3386,27,HS-grad,,Husband,,<=50K
866-90-3265,57,,Widowed,Unmarried,Female,<=50K
846-03-9599,59,Bachelors,Married-civ-spouse,Husband,,<=50K
917-83-7533,32,,,Wife,Female,>50K
862-32-6719,90,HS-grad,Widowed,Not-in-family,,<=50K
672-48-0813,22,Bachelors,Never-married,,Female,
583-26-5082,39,HS-grad,Never-married,,,<=50K
392-39-6182,43,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
365-87-9135,38,Bachelors,Married-civ-spouse,Husband,Male,>50K
595-48-7152,61,9th,,Not-in-family,,
510-92-8730,,Some-college,Never-married,,Male,
926-74-8338,25,Some-college,Never-married,Not-in-family,,<=50K
233-93-9999,44,Assoc-voc,Married-civ-spouse,Husband,Male,
271-27-9232,55,,Divorced,,,>50K
124-69-5148,90,Bachelors,Married-civ-spouse,Husband,,
486-64-6114,30,HS-grad,Divorced,Unmarried,,
798-55-1201,44,HS-grad,Married-civ-spouse,Husband,,>50K
797-04-3633,36,10th,,Other-relative,Male,
905-96-5434,63,,Married-civ-spouse,Husband,,>50K
528-53-4973,60,,Married-civ-spouse,Husband,,<=50K
465-59-4002,34,,Never-married,,,>50K
963-06-4578,49,11th,Married-civ-spouse,Husband,Male,<=50K
246-99-6616,47,Masters,Married-civ-spouse,Husband,,
240-77-7898,42,,Married-civ-spouse,Husband,Male,>50K
457-65-2348,53,,,Husband,Male,
147-01-2541,23,Some-college,Never-married,Not-in-family,,<=50K
865-85-3352,28,Assoc-voc,Separated,Unmarried,,<=50K
608-22-0719,20,Some-college,Married-civ-spouse,Husband,Male,<=50K
649-94-8053,43,HS-grad,,,Male,<=50K
437-75-7832,32,Prof-school,Married-civ-spouse,Husband,Male,>50K
139-12-4729,43,Bachelors,,Unmarried,Male,
431-72-7559,31,HS-grad,Married-civ-spouse,Husband,Male,<=50K
410-51-3921,29,,Married-civ-spouse,Wife,Female,
123-59-1393,24,,Never-married,Own-child,Male,
608-73-2216,39,Assoc-voc,Separated,Not-in-family,Male,
889-13-9896,29,,Married-civ-spouse,Husband,,>50K
744-57-4876,20,5th-6th,,Not-in-family,Male,
893-09-7262,23,Some-college,,Not-in-family,Male,<=50K
778-71-0527,42,11th,Separated,,Female,<=50K
175-11-7919,53,HS-grad,Married-civ-spouse,Husband,Male,
809-61-5675,20,HS-grad,Married-civ-spouse,Husband,,<=50K
754-40-0990,58,,Married-civ-spouse,Husband,Male,
797-47-4367,,,Divorced,,,<=50K
836-02-5039,25,HS-grad,Never-married,Not-in-family,Male,<=50K
811-95-7790,38,,Never-married,Unmarried,Female,<=50K
752-59-7293,41,Some-college,Married-civ-spouse,Husband,Male,>50K
629-70-3566,58,Bachelors,Married-civ-spouse,,Male,
195-25-4723,,,Never-married,Not-in-family,,<=50K
936-41-2927,50,HS-grad,Married-civ-spouse,Husband,Male,
735-15-2575,32,,Married-civ-spouse,Husband,Male,>50K
513-00-1636,31,Doctorate,,Own-child,Male,<=50K
940-58-5660,22,,Never-married,,Female,
205-59-2333,37,HS-grad,Divorced,Other-relative,,
148-33-1663,32,,Never-married,,Female,
326-35-9312,46,Prof-school,Never-married,Not-in-family,Female,
155-43-8770,62,HS-grad,,Husband,Male,>50K
989-82-3913,,,Married-civ-spouse,Husband,,
799-46-6510,56,Bachelors,Married-civ-spouse,Husband,,
842-43-2203,,,,Not-in-family,Female,
798-20-1230,41,,Married-spouse-absent,Unmarried,,<=50K
785-33-3059,56,7th-8th,Married-civ-spouse,,Male,<=50K
526-70-4354,,Some-college,,,Male,<=50K
501-23-7221,34,,Married-civ-spouse,Husband,Male,
864-72-2676,45,HS-grad,Married-civ-spouse,Husband,Male,>50K
202-46-9513,30,Some-college,Married-civ-spouse,Husband,,
238-30-1178,51,HS-grad,Married-civ-spouse,Husband,,>50K
488-20-7524,27,11th,Married-civ-spouse,,Male,<=50K
170-11-0639,38,,Married-civ-spouse,Husband,,
828-43-3356,39,Some-college,,Husband,Male,<=50K
756-01-6242,57,Bachelors,,Husband,,<=50K
718-32-7038,47,,Married-civ-spouse,Husband,Male,>50K
993-45-8229,77,HS-grad,Married-civ-spouse,Husband,,
754-21-2544,43,HS-grad,Married-civ-spouse,Husband,Male,
551-55-2308,46,HS-grad,Married-civ-spouse,Husband,Male,
858-61-1640,41,Some-college,Married-civ-spouse,Husband,Male,>50K
420-74-3848,20,HS-grad,Never-married,Not-in-family,,<=50K
975-82-5066,30,10th,Married-civ-spouse,Husband,,<=50K
535-39-9792,30,HS-grad,Married-civ-spouse,,,<=50K
377-40-1263,22,Some-college,Never-married,,,<=50K
441-79-5961,25,HS-grad,Married-civ-spouse,Husband,Male,>50K
784-06-7778,18,,Never-married,Own-child,Female,<=50K
865-42-2618,28,Bachelors,Never-married,Own-child,Female,<=50K
803-15-4668,50,Bachelors,Married-civ-spouse,Husband,Male,>50K
469-06-6792,28,,Never-married,,Female,
467-18-2332,21,Some-college,,Own-child,,<=50K
855-00-4245,37,Assoc-voc,Divorced,Own-child,,
335-27-0117,28,Bachelors,Never-married,Own-child,Female,<=50K
575-64-6478,23,5th-6th,,Husband,,<=50K
882-30-1997,32,Assoc-voc,Never-married,Not-in-family,,<=50K
777-55-2930,27,,,Own-child,Male,
638-10-2874,55,HS-grad,Divorced,Unmarried,,<=50K
795-15-9173,44,,Married-civ-spouse,Husband,Male,>50K
865-82-6431,25,Bachelors,Never-married,Own-child,Male,<=50K
595-21-7944,29,,,Unmarried,,
744-38-6430,,HS-grad,Married-spouse-absent,Not-in-family,Female,<=50K
940-26-2610,18,HS-grad,Never-married,Own-child,,<=50K
591-79-8994,74,Bachelors,Widowed,Not-in-family,,
618-15-4517,22,,Never-married,Not-in-family,Male,<=50K
806-62-7459,27,,Married-civ-spouse,Husband,,<=50K
849-51-2390,27,Some-college,Never-married,Own-child,,<=50K
726-86-0950,41,,Married-civ-spouse,Husband,Male,>50K
915-79-1548,24,Some-college,Married-civ-spouse,,Male,
517-41-6658,23,HS-grad,Never-married,Own-child,Female,<=50K
664-37-7634,34,,Married-civ-spouse,,,>50K
453-61-4219,46,Bachelors,Married-civ-spouse,Husband,,
215-49-9210,32,Prof-school,Never-married,Not-in-family,,
884-13-2616,41,HS-grad,,Husband,Male,
798-87-4252,29,,,Husband,,>50K
373-79-3868,,9th,Married-civ-spouse,Other-relative,,<=50K
564-87-8134,51,HS-grad,Never-married,Not-in-family,,
709-38-9312,,,Never-married,Not-in-family,,<=50K
432-77-7473,58,Bachelors,Married-civ-spouse,Husband,,>50K
216-54-9123,52,,,Husband,,<=50K
896-54-3133,37,Bachelors,Married-civ-spouse,,Male,>50K
579-65-7686,53,Some-college,Separated,Not-in-family,,<=50K
796-98-9791,54,Assoc-voc,Married-civ-spouse,Husband,Male,
859-90-3842,36,,Married-civ-spouse,,Male,<=50K
257-57-6514,25,Assoc-voc,Never-married,Own-child,Female,
957-30-3514,20,Some-college,Never-married,Own-child,Female,<=50K
436-27-7185,23,,Never-married,,Male,<=50K
588-83-7700,39,Bachelors,Married-civ-spouse,,,>50K
707-15-4881,20,10th,,Own-child,,<=50K
476-36-2346,28,Assoc-voc,Never-married,,,
758-19-6832,73,HS-grad,Widowed,Not-in-family,,
483-30-7928,67,HS-grad,,Husband,Male,<=50K
665-91-2123,56,Bachelors,Divorced,Not-in-family,Male,>50K
146-01-6469,32,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
455-25-6391,42,,Divorced,Not-in-family,,
299-49-2294,33,,Married-civ-spouse,Husband,Male,<=50K
404-42-9807,37,,,Not-in-family,Male,<=50K
676-49-2021,33,,Married-civ-spouse,Husband,Male,<=50K
131-45-2284,31,,Never-married,,,
205-75-3858,59,Masters,Married-civ-spouse,Husband,Male,>50K
829-40-2507,21,,,Unmarried,Male,<=50K
829-32-1744,58,Some-college,Married-civ-spouse,Husband,,>50K
416-43-6511,24,10th,Never-married,Not-in-family,,
404-86-0541,26,,Married-civ-spouse,Husband,,<=50K
306-57-2480,26,11th,,,,<=50K
924-13-7014,33,,Never-married,,Female,
310-47-6005,25,Bachelors,Never-married,Not-in-family,,
747-02-4675,21,,Married-civ-spouse,,Male,<=50K
413-47-5216,24,HS-grad,Never-married,,Male,
487-42-6819,39,,Married-civ-spouse,Wife,,>50K
713-37-3599,68,Some-college,Divorced,,Female,
248-58-4947,66,,Never-married,Not-in-family,Female,
671-56-5503,38,Bachelors,Never-married,Not-in-family,,
542-29-1532,41,Masters,Married-civ-spouse,,Male,>50K
156-40-7921,71,7th-8th,Widowed,Other-relative,,
495-12-6185,37,,Married-civ-spouse,Husband,Male,
802-10-4755,54,Masters,Married-civ-spouse,Husband,,
271-22-5390,27,Bachelors,Never-married,,Male,
336-15-8505,49,Bachelors,Never-married,Not-in-family,Female,<=50K
251-76-1608,19,Some-college,Never-married,Own-child,Male,<=50K
792-22-4799,,Some-college,Never-married,Not-in-family,Male,
911-78-0339,47,,Married-civ-spouse,,,
392-66-5391,40,Some-college,,Other-relative,,<=50K
887-57-8486,38,Bachelors,Divorced,Not-in-family,Male,<=50K
951-97-3184,25,HS-grad,Never-married,Not-in-family,Male,<=50K
793-30-1633,25,Some-college,Never-married,,Female,
411-45-6152,23,,Never-married,Other-relative,Male,
128-62-5594,28,Masters,Divorced,Own-child,,<=50K
321-45-9716,29,HS-grad,Married-spouse-absent,Not-in-family,Male,
606-74-0072,32,11th,,Husband,Male,<=50K
785-52-1505,34,HS-grad,Never-married,Unmarried,Female,<=50K
312-65-6594,52,,Married-civ-spouse,Husband,Male,>50K
125-34-1249,33,HS-grad,Married-civ-spouse,Husband,Male,<=50K
937-38-2078,,,,,Male,<=50K
540-40-7072,68,,Married-civ-spouse,Husband,Male,
391-40-0111,41,,Never-married,Unmarried,,<=50K
787-05-5994,18,HS-grad,Never-married,Unmarried,Female,<=50K
994-13-1251,29,Some-college,Married-civ-spouse,Husband,Male,>50K
170-27-2164,40,Masters,,Husband,Male,
184-97-0954,51,,Divorced,Unmarried,,
538-44-1849,49,,Divorced,Not-in-family,,<=50K
386-52-7435,20,Some-college,Never-married,Own-child,,<=50K
848-75-8606,38,,Married-civ-spouse,Husband,Male,
327-59-7672,57,5th-6th,Never-married,Not-in-family,Male,<=50K
379-60-8774,35,,Married-civ-spouse,Husband,,<=50K
641-41-4140,66,,Married-civ-spouse,Husband,Male,
743-74-0330,27,,Married-civ-spouse,,Male,
756-28-5451,,Assoc-voc,Never-married,Not-in-family,,
534-02-6828,77,Masters,Married-civ-spouse,,Male,>50K
778-79-1290,,10th,Never-married,Unmarried,,<=50K
902-14-2671,70,HS-grad,Married-civ-spouse,Husband,,
344-39-6289,59,,Married-civ-spouse,,Male,
290-15-0755,25,,,Husband,,<=50K
310-93-3659,44,Prof-school,Never-married,Not-in-family,Male,>50K
819-22-6422,37,Masters,Married-civ-spouse,Husband,Male,
707-98-9427,75,,Widowed,Other-relative,Female,<=50K
278-81-7073,21,,Never-married,Not-in-family,,
519-22-0355,21,HS-grad,Never-married,Own-child,Female,
562-61-6782,47,,Married-civ-spouse,Husband,Male,
642-54-4816,20,HS-grad,,,Female,<=50K
415-00-9705,32,,Married-civ-spouse,Husband,,<=50K
720-07-6894,28,,,Unmarried,Female,<=50K
357-45-2906,53,HS-grad,Divorced,,Male,
791-47-1015,,,Never-married,,,<=50K
622-75-7984,58,Some-college,Married-civ-spouse,Wife,Female,<=50K
792-62-8612,22,,Never-married,,Female,
944-21-9976,23,11th,,Husband,,
897-00-0787,21,HS-grad,Never-married,Not-in-family,,<=50K
725-67-6432,36,,Married-civ-spouse,Husband,,<=50K
805-17-3733,39,Some-college,Married-civ-spouse,Wife,,
998-97-7006,34,Bachelors,Never-married,Not-in-family,Female,<=50K
711-13-9168,41,,Never-married,Not-in-family,,
652-53-2455,72,Bachelors,Married-civ-spouse,,Male,
595-51-4073,34,HS-grad,Married-civ-spouse,Wife,Female,
955-63-4421,51,,Married-civ-spouse,,Male,>50K
368-38-2775,32,Assoc-voc,Never-married,Not-in-family,,
130-96-7709,38,Some-college,Widowed,Not-in-family,,
852-44-6763,37,Some-college,,Husband,Male,<=50K
974-85-5915,21,,Never-married,,Male,<=50K
389-81-1780,21,Some-college,Never-married,Own-child,,
965-78-3585,26,Some-college,Never-married,Not-in-family,,
829-59-0953,,,Married-civ-spouse,Husband,Male,>50K
214-47-6217,18,Some-college,Never-married,Own-child,,<=50K
517-22-8211,27,11th,Never-married,,,
278-30-5577,20,Some-college,Never-married,Own-child,,<=50K
596-99-4720,36,Assoc-voc,Married-civ-spouse,Husband,Male,
705-83-5758,31,Bachelors,Never-married,Not-in-family,,
777-31-0642,32,Bachelors,,Husband,,>50K
527-59-2743,54,HS-grad,Married-civ-spouse,Husband,Male,>50K
596-29-4778,34,,Widowed,Not-in-family,Female,
395-54-5923,46,Some-college,Married-civ-spouse,,Male,
432-61-5948,33,11th,Separated,Other-relative,Male,
672-02-3158,32,Bachelors,,Husband,,
427-01-6409,42,,Never-married,Not-in-family,Male,
362-46-0186,30,HS-grad,Married-civ-spouse,Husband,,
722-55-3613,37,Some-college,Married-civ-spouse,Husband,,
160-87-6784,28,HS-grad,Married-civ-spouse,Husband,,
416-08-6540,25,Bachelors,,Not-in-family,,
452-91-4276,44,Some-college,Married-civ-spouse,,Male,>50K
587-78-7786,40,HS-grad,Married-civ-spouse,Husband,Male,
384-93-9104,36,Some-college,Married-civ-spouse,Husband,Male,
417-48-6424,21,Some-college,Never-married,,Male,
886-07-0918,,Doctorate,,Husband,Male,
419-42-4726,24,Bachelors,Never-married,Not-in-family,,<=50K
939-61-6509,46,,Never-married,Not-in-family,,<=50K
279-54-3936,47,,Married-civ-spouse,Husband,Male,>50K
275-61-3491,47,Bachelors,,Husband,,
915-11-8526,35,,Married-civ-spouse,Husband,,>50K
551-49-8467,60,7th-8th,,,,
872-07-2071,35,,Married-civ-spouse,,Female,<=50K
955-60-7500,33,HS-grad,,Unmarried,,
525-89-6728,21,Assoc-acdm,Never-married,Not-in-family,,<=50K
686-64-1185,37,Bachelors,Married-civ-spouse,,,>50K
897-08-1550,48,HS-grad,Married-civ-spouse,Husband,,
514-80-5334,58,7th-8th,Widowed,Other-relative,,
794-88-9964,21,HS-grad,Never-married,Not-in-family,Female,<=50K
413-15-2166,22,HS-grad,,,,<=50K
656-86-6714,22,HS-grad,Never-married,Unmarried,,<=50K
420-28-6194,28,Masters,Married-civ-spouse,,Female,>50K
184-32-4854,33,Assoc-voc,Married-civ-spouse,Own-child,,>50K
485-86-5409,23,,Never-married,,Male,
234-42-4574,58,HS-grad,Married-civ-spouse,Husband,Male,>50K
459-18-6837,24,Bachelors,Never-married,Own-child,,<=50K
686-56-0423,,Bachelors,Married-civ-spouse,Husband,Male,<=50K
635-73-3838,49,,,,,
691-64-8465,47,Bachelors,Married-civ-spouse,,,
704-81-2766,,Bachelors,,Husband,Male,
451-46-0550,21,,Never-married,,,<=50K
405-50-6641,55,HS-grad,Separated,,Female,<=50K
812-01-1631,47,,Divorced,,Male,
904-99-6283,19,,Never-married,Not-in-family,Female,
625-88-0803,47,HS-grad,Never-married,Other-relative,,<=50K
705-00-1212,36,11th,Married-civ-spouse,Husband,Male,
321-05-5903,28,Assoc-acdm,Married-civ-spouse,Husband,Male,
330-58-5887,42,HS-grad,Widowed,Unmarried,Female,
875-86-7912,41,Masters,Never-married,Not-in-family,,
424-99-7344,46,,Married-civ-spouse,,,>50K
239-48-5696,32,,Married-civ-spouse,Husband,Male,<=50K
452-53-7384,34,,Never-married,,Female,<=50K
794-64-7676,33,7th-8th,Married-civ-spouse,Husband,Male,
840-06-3168,60,,Married-civ-spouse,,Male,
218-27-2058,53,HS-grad,,Husband,Male,
224-78-6907,,Bachelors,,,,
446-02-2536,39,Some-college,Married-civ-spouse,Husband,Male,
142-13-9866,23,Some-college,Never-married,Not-in-family,,
558-92-8624,,Bachelors,,,Male,
229-71-3424,36,HS-grad,Divorced,Unmarried,Female,<=50K
626-55-3825,19,12th,Separated,Own-child,,<=50K
581-48-8305,26,HS-grad,,Own-child,Female,
699-85-9327,38,,Married-civ-spouse,Husband,Male,>50K
379-36-6486,41,Bachelors,Married-civ-spouse,Husband,,>50K
278-57-4785,22,Some-college,Never-married,Other-relative,Female,<=50K
530-50-0196,38,,Never-married,Not-in-family,Female,
213-18-4016,72,,,Husband,Male,>50K
310-63-7530,39,HS-grad,Married-civ-spouse,Husband,Male,<=50K
841-83-9944,35,HS-grad,Married-civ-spouse,,,
222-20-2504,38,,Divorced,Unmarried,Female,
394-60-3693,19,HS-grad,Married-civ-spouse,,,<=50K
561-10-9214,26,,Never-married,Own-child,Male,<=50K
531-65-7793,52,,Divorced,Unmarried,Male,
140-63-2297,41,5th-6th,,,Male,
736-12-1726,45,HS-grad,,Not-in-family,,<=50K
782-91-0181,58,Some-college,Married-civ-spouse,Husband,,
142-92-0570,34,,,,,<=50K
715-79-6477,36,,Married-civ-spouse,Husband,Male,
899-04-6773,19,,Never-married,Own-child,Male,<=50K
372-09-7854,26,11th,Divorced,,Female,<=50K
698-00-1788,60,10th,Married-civ-spouse,Husband,,
664-86-2209,35,,Married-civ-spouse,Husband,,
670-11-1777,39,10th,Divorced,Not-in-family,,
203-68-0952,27,HS-grad,Separated,,Female,<=50K
214-66-4663,26,Masters,Never-married,Not-in-family,Male,
403-89-1390,17,,Never-married,,Male,
139-52-8542,,HS-grad,Married-civ-spouse,,,
927-85-2093,53,,Married-civ-spouse,Husband,Male,
908-14-6023,35,11th,Divorced,Not-in-family,,
437-73-0911,34,Some-college,Married-civ-spouse,Husband,Male,
910-54-1980,36,,Married-civ-spouse,Husband,Male,>50K
615-43-5510,36,,Married-civ-spouse,,,<=50K
202-30-7988,21,HS-grad,Never-married,Own-child,Male,<=50K
269-66-3981,29,,Never-married,Own-child,,<=50K
638-72-2054,35,Bachelors,Married-civ-spouse,Husband,,>50K
847-00-8750,59,,Married-civ-spouse,,Male,>50K
343-50-7900,,Some-college,Never-married,Not-in-family,Male,<=50K
149-27-3893,50,Masters,Married-civ-spouse,Husband,Male,<=50K
730-46-8346,,,Never-married,Not-in-family,Female,
222-22-9425,36,Bachelors,Divorced,Not-in-family,,<=50K
575-61-9557,31,HS-grad,Married-civ-spouse,Wife,Female,>50K
175-44-0970,42,Some-college,Married-civ-spouse,Husband,,<=50K
575-91-5687,,7th-8th,Divorced,Unmarried,Female,
614-03-5625,52,HS-grad,Married-civ-spouse,Husband,,<=50K
224-16-7727,46,10th,,Not-in-family,,<=50K
476-22-7741,23,Some-college,Married-civ-spouse,Husband,Male,<=50K
516-79-7478,,,Married-civ-spouse,Husband,,<=50K
869-91-8402,27,HS-grad,Never-married,Not-in-family,,<=50K
386-87-7406,42,Bachelors,Separated,Not-in-family,,
836-45-5772,33,HS-grad,,,Male,
749-93-2128,19,Assoc-acdm,,Not-in-family,,<=50K
562-15-9127,59,11th,Married-civ-spouse,,,
799-06-2698,54,HS-grad,,Unmarried,Female,<=50K
332-28-1902,48,,Married-civ-spouse,Husband,Male,
808-35-0394,19,,Never-married,Own-child,Male,<=50K
184-86-3271,45,HS-grad,Divorced,Not-in-family,Female,<=50K
476-76-6159,,,Never-married,,,<=50K
766-70-3824,35,Assoc-acdm,,,Male,
362-99-8603,47,,Divorced,Not-in-family,,<=50K
765-49-2385,33,,Never-married,Not-in-family,,<=50K
933-02-0898,48,,Married-civ-spouse,,Male,<=50K
462-01-3527,42,HS-grad,Separated,,Female,<=50K
433-66-5861,19,,Never-married,Own-child,,<=50K
213-61-4750,64,Bachelors,Married-civ-spouse,Husband,Male,<=50K
432-48-1343,51,,Married-civ-spouse,,Male,<=50K
712-86-2103,20,HS-grad,Never-married,Other-relative,Male,
142-40-9074,28,HS-grad,Never-married,Not-in-family,Male,<=50K
403-43-3735,52,Masters,Married-civ-spouse,Husband,,>50K
263-98-3679,29,,Never-married,,Male,<=50K
914-41-8584,51,Bachelors,Separated,,Male,
988-61-2475,36,HS-grad,,Husband,,
439-91-1501,43,Bachelors,Married-civ-spouse,Husband,Male,
923-11-4022,,Some-college,Married-civ-spouse,Husband,Male,<=50K
619-60-8243,50,HS-grad,Divorced,Not-in-family,,>50K
394-98-0585,25,Some-college,,Not-in-family,Male,
919-61-4310,36,Assoc-acdm,Never-married,Unmarried,Female,<=50K
917-11-0670,,Some-college,Married-civ-spouse,,Female,
430-54-3041,47,10th,Married-spouse-absent,,Male,<=50K
603-24-0360,32,HS-grad,,Own-child,Male,<=50K
673-42-3043,37,Masters,,,Male,<=50K
954-50-3745,40,HS-grad,Married-civ-spouse,Husband,,<=50K
933-29-0107,34,,Married-civ-spouse,Husband,,
473-72-4101,35,Some-college,Married-civ-spouse,,Male,
592-47-2016,26,,,Own-child,,
920-58-3461,49,Bachelors,Married-civ-spouse,,Male,<=50K
878-82-9206,63,Bachelors,Married-civ-spouse,,,>50K
201-52-7283,46,Bachelors,Married-spouse-absent,Not-in-family,Male,<=50K
515-98-9852,31,,,Own-child,Male,<=50K
782-23-7160,22,Assoc-voc,Never-married,Not-in-family,,<=50K
376-91-6688,20,Some-college,Never-married,Not-in-family,,<=50K
995-34-2690,52,Doctorate,Never-married,,,>50K
523-25-8484,,Some-college,Never-married,,,
545-68-3561,34,Bachelors,Married-civ-spouse,,,>50K
797-74-3575,31,9th,Never-married,Not-in-family,Male,<=50K
991-14-3035,,HS-grad,Divorced,Unmarried,Female,
720-13-0735,22,7th-8th,Married-civ-spouse,Husband,Male,<=50K
337-18-1498,38,Assoc-voc,,Own-child,Male,
668-46-9604,35,,,Husband,Male,<=50K
222-17-5583,27,Some-college,Never-married,Not-in-family,Male,
589-02-6146,27,,Married-civ-spouse,Husband,Male,
830-50-6262,46,Some-college,,Unmarried,Female,<=50K
820-59-9386,40,HS-grad,Never-married,Not-in-family,Female,
362-94-4761,19,Some-college,,Own-child,Male,
347-00-7612,69,HS-grad,Married-civ-spouse,Husband,,>50K
652-82-8585,20,Some-college,,Own-child,,<=50K
474-98-9382,34,Bachelors,,Husband,,
302-69-5876,49,Masters,Married-civ-spouse,,Male,
581-11-1413,27,Some-college,Married-civ-spouse,,Male,
414-98-2784,59,Some-college,,Wife,Female,
552-27-9172,45,Bachelors,Married-civ-spouse,Husband,Male,>50K
893-44-7234,21,,Never-married,,,<=50K
935-38-9934,51,Assoc-voc,Divorced,,Female,<=50K
774-80-7002,64,,Never-married,Unmarried,,<=50K
214-34-1613,41,Doctorate,Married-civ-spouse,Husband,Male,
806-43-9013,18,12th,Never-married,Own-child,,
650-64-7995,,Masters,Married-spouse-absent,Not-in-family,Male,<=50K
986-21-6518,,HS-grad,,,,
310-15-2954,20,Some-college,,Own-child,Female,<=50K
127-06-4184,69,,Married-civ-spouse,Husband,Male,<=50K
919-66-8151,18,HS-grad,Never-married,,Female,<=50K
842-91-6779,43,,Married-civ-spouse,Husband,Male,<=50K
800-19-3374,50,HS-grad,Divorced,,Female,<=50K
633-93-0141,32,,,Husband,Male,
680-77-2438,27,HS-grad,Never-married,,Male,
351-12-6504,38,,Married-civ-spouse,Husband,,<=50K
725-48-7986,62,,,,,>50K
453-69-4981,46,HS-grad,,,Male,<=50K
702-47-0651,19,Some-college,Never-married,Own-child,,<=50K
564-98-5818,17,10th,Never-married,Own-child,Male,
627-33-4530,21,,,Unmarried,,
746-64-7783,36,,Never-married,Not-in-family,,
432-23-9056,36,12th,Divorced,Not-in-family,Male,
298-63-0826,23,HS-grad,Never-married,Own-child,Male,<=50K
332-17-4218,58,Bachelors,Married-civ-spouse,Husband,,
674-28-4510,40,,,Husband,Male,
232-94-3927,64,Some-college,Married-civ-spouse,Wife,Female,<=50K
976-20-1958,66,11th,Married-civ-spouse,Husband,Male,<=50K
835-97-1197,42,HS-grad,Married-civ-spouse,Husband,,<=50K
582-16-1326,55,Some-college,Widowed,,,
126-79-4975,53,Some-college,Married-civ-spouse,Husband,,
758-14-2990,25,HS-grad,Married-civ-spouse,Husband,Male,<=50K
400-52-6282,39,Some-college,,Unmarried,,
850-85-8433,20,HS-grad,Never-married,Own-child,Male,<=50K
946-05-0595,32,HS-grad,,Husband,,<=50K
373-68-6185,28,,Never-married,Unmarried,Male,
583-23-8161,23,Assoc-acdm,Never-married,Own-child,Female,<=50K
950-19-6407,18,HS-grad,,Own-child,,
373-65-9264,43,HS-grad,Married-civ-spouse,Husband,Male,
482-23-1093,29,,Married-civ-spouse,Husband,,
631-39-9580,32,Some-college,Married-civ-spouse,,Male,<=50K
644-34-8514,31,HS-grad,Divorced,Unmarried,,<=50K
972-08-3066,60,5th-6th,Married-civ-spouse,Husband,,
310-74-5213,42,Some-college,Married-civ-spouse,Husband,Male,
325-12-0953,46,Masters,Married-civ-spouse,Husband,,>50K
576-64-2550,38,HS-grad,Married-civ-spouse,,,>50K
679-39-9474,18,,Never-married,Own-child,Female,
405-04-8987,31,HS-grad,,Own-child,Female,<=50K
839-65-9355,54,HS-grad,Married-civ-spouse,Husband,Male,
750-65-8991,46,,Married-civ-spouse,Husband,,<=50K
938-08-2020,27,,,Own-child,,<=50K
311-22-9789,50,Bachelors,Married-civ-spouse,Husband,Male,>50K
465-05-5584,38,7th-8th,Married-civ-spouse,Husband,,
805-22-7575,36,Masters,Never-married,,Female,<=50K
550-26-0107,25,HS-grad,,,,<=50K
380-41-6400,19,,Never-married,Own-child,,<=50K
398-13-0326,60,Some-college,Married-civ-spouse,Husband,,<=50K
444-73-0335,45,9th,Never-married,Own-child,Male,
921-31-0324,21,Some-college,,Own-child,,<=50K
882-73-2731,42,HS-grad,Divorced,,,<=50K
651-72-4829,38,HS-grad,Married-civ-spouse,Husband,,<=50K
309-88-3746,,Some-college,Never-married,Own-child,Male,<=50K
475-33-9353,19,,Never-married,,Male,
872-39-5121,,Some-college,Never-married,,Male,<=50K
341-51-5757,24,Some-college,Never-married,Own-child,Female,
184-75-5587,30,,Divorced,Not-in-family,Male,
215-28-3843,62,Some-college,,Husband,Male,<=50K
521-53-5549,26,,Never-married,Own-child,,<=50K
545-03-7460,42,Bachelors,Married-civ-spouse,Husband,Male,>50K
362-83-7078,33,HS-grad,Married-civ-spouse,Husband,Male,
218-72-9713,54,,Married-civ-spouse,Husband,Male,
149-32-7735,35,Bachelors,Divorced,,Female,
974-66-7469,33,,Divorced,Not-in-family,,<=50K
608-27-4561,45,HS-grad,Divorced,Not-in-family,,
228-74-4273,62,,Married-civ-spouse,,Female,
